name^|^value^|^customer_id^|^subscr_id^|^household_id
IsEligibleForCable^|^1^|^82124422^|^1008^|^424094
IsEligibleForCable^|^1^|^82124423^|^1009^|^424095
IsEligibleForCable^|^1^|^82124424^|^1010^|^424096
IsEligibleForCable^|^1^|^82124425^|^1011^|^424097
IsEligibleForCable^|^1^|^82124426^|^1012^|^424098
IsEligibleForCable^|^1^|^82124427^|^1013^|^424099
IsEligibleForCable^|^1^|^82124428^|^1014^|^424100
IsEligibleForCable^|^1^|^82124429^|^1015^|^424101
IsEligibleForCable^|^1^|^82124430^|^1016^|^424102
IsEligibleForCable^|^1^|^82124431^|^1017^|^424103
IsEligibleForCable^|^1^|^82124432^|^1018^|^424104
IsEligibleForCable^|^1^|^82124433^|^1019^|^424105
IsEligibleForCable^|^1^|^82124434^|^1020^|^424106
IsEligibleForCable^|^1^|^82124435^|^1021^|^424107
IsEligibleForCable^|^1^|^82124436^|^1022^|^424108
IsEligibleForCable^|^1^|^82124437^|^1023^|^424109
IsEligibleForCable^|^1^|^82124438^|^1024^|^424110
IsEligibleForCable^|^1^|^82124439^|^1025^|^424111
IsEligibleForCable^|^1^|^82124440^|^1026^|^424112
IsEligibleForCable^|^1^|^82124441^|^1027^|^424113
IsEligibleForCable^|^1^|^82124442^|^1028^|^424114
IsEligibleForCable^|^1^|^82124443^|^1029^|^424115
IsEligibleForCable^|^1^|^82124444^|^1030^|^424116
IsEligibleForCable^|^1^|^82124445^|^1031^|^424117
IsEligibleForCable^|^1^|^82124446^|^1032^|^424118
IsEligibleForCable^|^1^|^82124447^|^1033^|^424119
IsEligibleForCable^|^1^|^82124448^|^1034^|^424120
IsEligibleForCable^|^1^|^82124449^|^1035^|^424121
IsEligibleForCable^|^1^|^82124450^|^1036^|^424122
IsEligibleForCable^|^1^|^82124451^|^1037^|^424123
IsEligibleForCable^|^1^|^82124452^|^1038^|^424124
IsEligibleForCable^|^1^|^82124453^|^1039^|^424125
IsEligibleForCable^|^1^|^82124454^|^1040^|^424126
IsEligibleForCable^|^1^|^82124455^|^1041^|^424127
IsEligibleForCable^|^1^|^82124456^|^1042^|^424128
IsEligibleForCable^|^1^|^82124457^|^1043^|^424129
IsEligibleForCable^|^1^|^82124458^|^1044^|^424130
IsEligibleForCable^|^1^|^82124459^|^1045^|^424131
IsEligibleForCable^|^1^|^82124460^|^1046^|^424132
