product_id^|^mtl_id^|^portfolio^|^tariff_option^|^sim_only_to^|^mt_description^|^mt_desc_for_channel_remarks^|^report_description^|^is_active^|^sub_stufen_wert^|^rate_eu_tariff^|^rate_eu_mtid^|^national_minutes^|^landline_minutes^|^vodafone_minutes^|^d1_minutes^|^eplus_minutes^|^o2_minutes^|^vodafone_sms^|^other_network_sms^|^national_sms^|^vodafone_mms^|^internet_volume^|^minimum_requirement^|^maximum_requirement^|^creation_date^|^mt_id_group^|^to_only^|^sim_only_discount^|^soc_discount
220^|^272^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^221^|^221^|^46.2101^|^46.2101^|^221^|^221^|^221^|^221^|^221^|^221^|^221^|^221^|^221^|^221^|^221^|^221^|^221^|^20181112^|^221^|^1^|^221^|^0
221^|^273^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^222^|^222^|^46.2101^|^46.2101^|^222^|^222^|^222^|^222^|^222^|^222^|^222^|^222^|^222^|^222^|^222^|^222^|^222^|^20180509^|^222^|^1^|^222^|^0
222^|^274^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^223^|^223^|^46.2101^|^46.2101^|^223^|^223^|^223^|^223^|^223^|^223^|^223^|^223^|^223^|^223^|^223^|^223^|^223^|^20180321^|^223^|^1^|^223^|^0
223^|^275^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^224^|^224^|^46.2101^|^46.2101^|^224^|^224^|^224^|^224^|^224^|^224^|^224^|^224^|^224^|^224^|^224^|^224^|^224^|^20180708^|^224^|^1^|^224^|^0
224^|^276^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^225^|^225^|^46.2101^|^46.2101^|^225^|^225^|^225^|^225^|^225^|^225^|^225^|^225^|^225^|^225^|^225^|^225^|^225^|^20180412^|^225^|^1^|^225^|^0
225^|^277^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^226^|^226^|^46.2101^|^46.2101^|^226^|^226^|^226^|^226^|^226^|^226^|^226^|^226^|^226^|^226^|^226^|^226^|^226^|^20180721^|^226^|^1^|^226^|^0
226^|^278^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^227^|^227^|^46.2101^|^46.2101^|^227^|^227^|^227^|^227^|^227^|^227^|^227^|^227^|^227^|^227^|^227^|^227^|^227^|^20180325^|^227^|^1^|^227^|^0
227^|^279^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^228^|^228^|^46.2101^|^46.2101^|^228^|^228^|^228^|^228^|^228^|^228^|^228^|^228^|^228^|^228^|^228^|^228^|^228^|^20180424^|^228^|^1^|^228^|^0
228^|^280^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^229^|^229^|^46.2101^|^46.2101^|^229^|^229^|^229^|^229^|^229^|^229^|^229^|^229^|^229^|^229^|^229^|^229^|^229^|^20180724^|^229^|^1^|^229^|^0
229^|^281^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^230^|^230^|^46.2101^|^46.2101^|^230^|^230^|^230^|^230^|^230^|^230^|^230^|^230^|^230^|^230^|^230^|^230^|^230^|^20181104^|^230^|^1^|^230^|^0
230^|^282^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^231^|^231^|^46.2101^|^46.2101^|^231^|^231^|^231^|^231^|^231^|^231^|^231^|^231^|^231^|^231^|^231^|^231^|^231^|^20180419^|^231^|^1^|^231^|^0
231^|^283^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^232^|^232^|^46.2101^|^46.2101^|^232^|^232^|^232^|^232^|^232^|^232^|^232^|^232^|^232^|^232^|^232^|^232^|^232^|^20180601^|^232^|^1^|^232^|^0
232^|^284^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^233^|^233^|^46.2101^|^46.2101^|^233^|^233^|^233^|^233^|^233^|^233^|^233^|^233^|^233^|^233^|^233^|^233^|^233^|^20180428^|^233^|^1^|^233^|^0
233^|^285^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^234^|^234^|^46.2101^|^46.2101^|^234^|^234^|^234^|^234^|^234^|^234^|^234^|^234^|^234^|^234^|^234^|^234^|^234^|^20180623^|^234^|^1^|^234^|^0
234^|^286^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^235^|^235^|^46.2101^|^46.2101^|^235^|^235^|^235^|^235^|^235^|^235^|^235^|^235^|^235^|^235^|^235^|^235^|^235^|^20180215^|^235^|^1^|^235^|^0
235^|^287^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^236^|^236^|^46.2101^|^46.2101^|^236^|^236^|^236^|^236^|^236^|^236^|^236^|^236^|^236^|^236^|^236^|^236^|^236^|^20180302^|^236^|^1^|^236^|^0
236^|^288^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^237^|^237^|^46.2101^|^46.2101^|^237^|^237^|^237^|^237^|^237^|^237^|^237^|^237^|^237^|^237^|^237^|^237^|^237^|^20180716^|^237^|^1^|^237^|^0
237^|^289^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^238^|^238^|^46.2101^|^46.2101^|^238^|^238^|^238^|^238^|^238^|^238^|^238^|^238^|^238^|^238^|^238^|^238^|^238^|^20181001^|^238^|^1^|^238^|^0
238^|^290^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^239^|^239^|^46.2101^|^46.2101^|^239^|^239^|^239^|^239^|^239^|^239^|^239^|^239^|^239^|^239^|^239^|^239^|^239^|^20180903^|^239^|^1^|^239^|^0
239^|^291^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^240^|^240^|^46.2101^|^46.2101^|^240^|^240^|^240^|^240^|^240^|^240^|^240^|^240^|^240^|^240^|^240^|^240^|^240^|^20180617^|^240^|^1^|^240^|^0
240^|^292^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^241^|^241^|^46.2101^|^46.2101^|^241^|^241^|^241^|^241^|^241^|^241^|^241^|^241^|^241^|^241^|^241^|^241^|^241^|^20181104^|^241^|^1^|^241^|^0
241^|^293^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^242^|^242^|^46.2101^|^46.2101^|^242^|^242^|^242^|^242^|^242^|^242^|^242^|^242^|^242^|^242^|^242^|^242^|^242^|^20180124^|^242^|^1^|^242^|^0
242^|^294^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^243^|^243^|^46.2101^|^46.2101^|^243^|^243^|^243^|^243^|^243^|^243^|^243^|^243^|^243^|^243^|^243^|^243^|^243^|^20181015^|^243^|^1^|^243^|^0
243^|^295^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^244^|^244^|^46.2101^|^46.2101^|^244^|^244^|^244^|^244^|^244^|^244^|^244^|^244^|^244^|^244^|^244^|^244^|^244^|^20181016^|^244^|^1^|^244^|^0
244^|^296^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^245^|^245^|^46.2101^|^46.2101^|^245^|^245^|^245^|^245^|^245^|^245^|^245^|^245^|^245^|^245^|^245^|^245^|^245^|^20180304^|^245^|^1^|^245^|^0
245^|^297^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^246^|^246^|^46.2101^|^46.2101^|^246^|^246^|^246^|^246^|^246^|^246^|^246^|^246^|^246^|^246^|^246^|^246^|^246^|^20180706^|^246^|^1^|^246^|^0
246^|^298^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^247^|^247^|^46.2101^|^46.2101^|^247^|^247^|^247^|^247^|^247^|^247^|^247^|^247^|^247^|^247^|^247^|^247^|^247^|^20180915^|^247^|^1^|^247^|^0
247^|^299^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^248^|^248^|^46.2101^|^46.2101^|^248^|^248^|^248^|^248^|^248^|^248^|^248^|^248^|^248^|^248^|^248^|^248^|^248^|^20180628^|^248^|^1^|^248^|^0
248^|^300^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^249^|^249^|^46.2101^|^46.2101^|^249^|^249^|^249^|^249^|^249^|^249^|^249^|^249^|^249^|^249^|^249^|^249^|^249^|^20180306^|^249^|^1^|^249^|^0
249^|^301^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^250^|^250^|^46.2101^|^46.2101^|^250^|^250^|^250^|^250^|^250^|^250^|^250^|^250^|^250^|^250^|^250^|^250^|^250^|^20181209^|^250^|^1^|^250^|^0
250^|^302^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^251^|^251^|^46.2101^|^46.2101^|^251^|^251^|^251^|^251^|^251^|^251^|^251^|^251^|^251^|^251^|^251^|^251^|^251^|^20180122^|^251^|^1^|^251^|^0
251^|^303^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^252^|^252^|^46.2101^|^46.2101^|^252^|^252^|^252^|^252^|^252^|^252^|^252^|^252^|^252^|^252^|^252^|^252^|^252^|^20180926^|^252^|^1^|^252^|^0
252^|^304^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^253^|^253^|^46.2101^|^46.2101^|^253^|^253^|^253^|^253^|^253^|^253^|^253^|^253^|^253^|^253^|^253^|^253^|^253^|^20180830^|^253^|^1^|^253^|^0
253^|^305^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^254^|^254^|^46.2101^|^46.2101^|^254^|^254^|^254^|^254^|^254^|^254^|^254^|^254^|^254^|^254^|^254^|^254^|^254^|^20181208^|^254^|^1^|^254^|^0
254^|^306^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^255^|^255^|^46.2101^|^46.2101^|^255^|^255^|^255^|^255^|^255^|^255^|^255^|^255^|^255^|^255^|^255^|^255^|^255^|^20180501^|^255^|^1^|^255^|^0
255^|^307^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^256^|^256^|^46.2101^|^46.2101^|^256^|^256^|^256^|^256^|^256^|^256^|^256^|^256^|^256^|^256^|^256^|^256^|^256^|^20180205^|^256^|^1^|^256^|^0
256^|^308^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^257^|^257^|^46.2101^|^46.2101^|^257^|^257^|^257^|^257^|^257^|^257^|^257^|^257^|^257^|^257^|^257^|^257^|^257^|^20181210^|^257^|^1^|^257^|^0
257^|^309^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^258^|^258^|^46.2101^|^46.2101^|^258^|^258^|^258^|^258^|^258^|^258^|^258^|^258^|^258^|^258^|^258^|^258^|^258^|^20180220^|^258^|^1^|^258^|^0
258^|^310^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^259^|^259^|^46.2101^|^46.2101^|^259^|^259^|^259^|^259^|^259^|^259^|^259^|^259^|^259^|^259^|^259^|^259^|^259^|^20181225^|^259^|^1^|^259^|^0
259^|^311^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^260^|^260^|^46.2101^|^46.2101^|^260^|^260^|^260^|^260^|^260^|^260^|^260^|^260^|^260^|^260^|^260^|^260^|^260^|^20180109^|^260^|^1^|^260^|^0
260^|^312^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^261^|^261^|^46.2101^|^46.2101^|^261^|^261^|^261^|^261^|^261^|^261^|^261^|^261^|^261^|^261^|^261^|^261^|^261^|^20180616^|^261^|^1^|^261^|^0
261^|^313^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^262^|^262^|^46.2101^|^46.2101^|^262^|^262^|^262^|^262^|^262^|^262^|^262^|^262^|^262^|^262^|^262^|^262^|^262^|^20180826^|^262^|^1^|^262^|^0
262^|^314^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^263^|^263^|^46.2101^|^46.2101^|^263^|^263^|^263^|^263^|^263^|^263^|^263^|^263^|^263^|^263^|^263^|^263^|^263^|^20180519^|^263^|^1^|^263^|^0
263^|^315^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^264^|^264^|^46.2101^|^46.2101^|^264^|^264^|^264^|^264^|^264^|^264^|^264^|^264^|^264^|^264^|^264^|^264^|^264^|^20180616^|^264^|^1^|^264^|^0
264^|^316^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^265^|^265^|^46.2101^|^46.2101^|^265^|^265^|^265^|^265^|^265^|^265^|^265^|^265^|^265^|^265^|^265^|^265^|^265^|^20180721^|^265^|^1^|^265^|^0
265^|^317^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^266^|^266^|^46.2101^|^46.2101^|^266^|^266^|^266^|^266^|^266^|^266^|^266^|^266^|^266^|^266^|^266^|^266^|^266^|^20180427^|^266^|^1^|^266^|^0
266^|^318^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^267^|^267^|^46.2101^|^46.2101^|^267^|^267^|^267^|^267^|^267^|^267^|^267^|^267^|^267^|^267^|^267^|^267^|^267^|^20180211^|^267^|^1^|^267^|^0
267^|^319^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^268^|^268^|^46.2101^|^46.2101^|^268^|^268^|^268^|^268^|^268^|^268^|^268^|^268^|^268^|^268^|^268^|^268^|^268^|^20180330^|^268^|^1^|^268^|^0
268^|^320^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^269^|^269^|^46.2101^|^46.2101^|^269^|^269^|^269^|^269^|^269^|^269^|^269^|^269^|^269^|^269^|^269^|^269^|^269^|^20180617^|^269^|^1^|^269^|^0
269^|^321^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^270^|^270^|^46.2101^|^46.2101^|^270^|^270^|^270^|^270^|^270^|^270^|^270^|^270^|^270^|^270^|^270^|^270^|^270^|^20181221^|^270^|^1^|^270^|^0
270^|^322^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^271^|^271^|^46.2101^|^46.2101^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^20181113^|^271^|^1^|^271^|^0
271^|^323^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^272^|^272^|^46.2101^|^46.2101^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^20180218^|^272^|^1^|^272^|^0
272^|^324^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^273^|^273^|^46.2101^|^46.2101^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^20180810^|^273^|^1^|^273^|^0
273^|^325^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^274^|^274^|^46.2101^|^46.2101^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^20181206^|^274^|^1^|^274^|^0
274^|^326^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^275^|^275^|^46.2101^|^46.2101^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^20180915^|^275^|^1^|^275^|^0
275^|^327^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^276^|^276^|^46.2101^|^46.2101^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^20181102^|^276^|^1^|^276^|^0
276^|^328^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^277^|^277^|^46.2101^|^46.2101^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^20180116^|^277^|^1^|^277^|^0
277^|^329^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^278^|^278^|^46.2101^|^46.2101^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^20180418^|^278^|^1^|^278^|^0
278^|^330^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^279^|^279^|^46.2101^|^46.2101^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^20180806^|^279^|^1^|^279^|^0
279^|^331^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^280^|^280^|^46.2101^|^46.2101^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^20180210^|^280^|^1^|^280^|^0
280^|^332^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^281^|^281^|^46.2101^|^46.2101^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^20181019^|^281^|^1^|^281^|^0
281^|^333^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^282^|^282^|^46.2101^|^46.2101^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^20180510^|^282^|^1^|^282^|^0
282^|^334^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^283^|^283^|^46.2101^|^46.2101^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^20180301^|^283^|^1^|^283^|^0
283^|^335^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^284^|^284^|^46.2101^|^46.2101^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^20181128^|^284^|^1^|^284^|^0
284^|^336^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^285^|^285^|^46.2101^|^46.2101^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^20181003^|^285^|^1^|^285^|^0
285^|^337^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^286^|^286^|^46.2101^|^46.2101^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^20181223^|^286^|^1^|^286^|^0
286^|^338^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^287^|^287^|^46.2101^|^46.2101^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^20180410^|^287^|^1^|^287^|^0
287^|^339^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^288^|^288^|^46.2101^|^46.2101^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^20180511^|^288^|^1^|^288^|^0
288^|^340^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^289^|^289^|^46.2101^|^46.2101^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^20180511^|^289^|^1^|^289^|^0
289^|^341^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^290^|^290^|^46.2101^|^46.2101^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^20181114^|^290^|^1^|^290^|^0
290^|^342^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^291^|^291^|^46.2101^|^46.2101^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^20181110^|^291^|^1^|^291^|^0
291^|^343^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^292^|^292^|^46.2101^|^46.2101^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^20180928^|^292^|^1^|^292^|^0
292^|^344^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^293^|^293^|^46.2101^|^46.2101^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^20180316^|^293^|^1^|^293^|^0
293^|^345^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^294^|^294^|^46.2101^|^46.2101^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^20181210^|^294^|^1^|^294^|^0
294^|^346^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^295^|^295^|^46.2101^|^46.2101^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^20180822^|^295^|^1^|^295^|^0
295^|^347^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^296^|^296^|^46.2101^|^46.2101^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^20180408^|^296^|^1^|^296^|^0
296^|^348^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^297^|^297^|^46.2101^|^46.2101^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^20180218^|^297^|^1^|^297^|^0
297^|^349^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^298^|^298^|^46.2101^|^46.2101^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^20181105^|^298^|^1^|^298^|^0
298^|^350^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^299^|^299^|^46.2101^|^46.2101^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^20180331^|^299^|^1^|^299^|^0
299^|^351^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^300^|^300^|^46.2101^|^46.2101^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^20180705^|^300^|^1^|^300^|^0
300^|^352^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^301^|^301^|^46.2101^|^46.2101^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^20181202^|^301^|^1^|^301^|^0
301^|^353^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^302^|^302^|^46.2101^|^46.2101^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^20180507^|^302^|^1^|^302^|^0
302^|^354^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^303^|^303^|^46.2101^|^46.2101^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^20181112^|^303^|^1^|^303^|^0
303^|^355^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^304^|^304^|^46.2101^|^46.2101^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^20180125^|^304^|^1^|^304^|^0
304^|^356^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^305^|^305^|^46.2101^|^46.2101^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^20180926^|^305^|^1^|^305^|^0
305^|^357^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^306^|^306^|^46.2101^|^46.2101^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^20180730^|^306^|^1^|^306^|^0
306^|^358^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^307^|^307^|^46.2101^|^46.2101^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^20181129^|^307^|^1^|^307^|^0
307^|^359^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^308^|^308^|^46.2101^|^46.2101^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^20180421^|^308^|^1^|^308^|^0
