soc^|^target_tariff_option^|^effective_date^|^feature_code^|^tier_level_code^|^business_category^|^dwh_source_ind^|^market_code^|^dwh_valid_from^|^dwh_valid_until^|^rate_eu^|^suspension_amt_eu^|^expiration_date^|^eu_bpn_rate^|^sys_creation_date^|^sys_creation_time^|^sys_update_date^|^sys_update_time^|^operator_id^|^application_id^|^dwh_status^|^dwh_lfd_nr
VDBASE01^|^ALLTO^|^20180523^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181008^|^20200830^|^281^|^251^|^20180328^|^261^|^20181122^|^279^|^20181001^|^331^|^291^|^MMC^|^AC^|^283
VDBASE01^|^ALLTO^|^20181004^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180831^|^20200818^|^282^|^252^|^20181105^|^262^|^20180310^|^280^|^20181018^|^332^|^292^|^MMC^|^AC^|^284
VDBASE01^|^ALLTO^|^20180424^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180319^|^20200607^|^283^|^253^|^20180823^|^263^|^20180719^|^281^|^20180222^|^333^|^293^|^MMC^|^AC^|^285
VDBASE01^|^ALLTO^|^20180628^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180101^|^20200814^|^284^|^254^|^20180107^|^264^|^20180314^|^282^|^20180129^|^334^|^294^|^MMC^|^AC^|^286
VDBASE01^|^ALLTO^|^20180909^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181201^|^20200605^|^285^|^255^|^20180621^|^265^|^20180205^|^283^|^20181023^|^335^|^295^|^MMC^|^AC^|^287
VDBASE01^|^ALLTO^|^20181023^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180501^|^20200703^|^286^|^256^|^20181222^|^266^|^20181029^|^284^|^20180730^|^336^|^296^|^MMC^|^AC^|^288
VDBASE01^|^ALLTO^|^20180508^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180823^|^20201219^|^287^|^257^|^20180608^|^267^|^20181122^|^285^|^20180310^|^337^|^297^|^MMC^|^AC^|^289
VDBASE01^|^ALLTO^|^20180514^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181106^|^20200515^|^288^|^258^|^20180611^|^268^|^20180329^|^286^|^20180508^|^338^|^298^|^MMC^|^AC^|^290
VDBASE01^|^ALLTO^|^20180620^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180713^|^20200527^|^289^|^259^|^20180811^|^269^|^20180808^|^287^|^20180314^|^339^|^299^|^MMC^|^AC^|^291
VDBASE01^|^ALLTO^|^20180430^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181106^|^20200720^|^290^|^260^|^20181219^|^270^|^20180419^|^288^|^20180207^|^340^|^300^|^MMC^|^AC^|^292
VDBASE01^|^ALLTO^|^20180627^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181005^|^20200606^|^291^|^261^|^20180228^|^271^|^20180929^|^289^|^20181024^|^341^|^301^|^MMC^|^AC^|^293
VDBASE01^|^ALLTO^|^20181113^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180901^|^20200730^|^292^|^262^|^20181025^|^272^|^20180103^|^290^|^20180807^|^342^|^302^|^MMC^|^AC^|^294
VDBASE01^|^ALLTO^|^20181116^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181002^|^20200708^|^293^|^263^|^20181030^|^273^|^20181012^|^291^|^20180326^|^343^|^303^|^MMC^|^AC^|^295
VDBASE01^|^ALLTO^|^20180213^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180403^|^20201021^|^294^|^264^|^20181222^|^274^|^20181116^|^292^|^20180113^|^344^|^304^|^MMC^|^AC^|^296
VDBASE01^|^ALLTO^|^20180705^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180814^|^20200618^|^295^|^265^|^20180118^|^275^|^20180110^|^293^|^20180919^|^345^|^305^|^MMC^|^AC^|^297
VDBASE01^|^ALLTO^|^20180613^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180816^|^20200513^|^296^|^266^|^20181129^|^276^|^20180108^|^294^|^20181105^|^346^|^306^|^MMC^|^AC^|^298
VDBASE01^|^ALLTO^|^20180928^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180605^|^20201021^|^297^|^267^|^20181220^|^277^|^20180322^|^295^|^20180515^|^347^|^307^|^MMC^|^AC^|^299
VDBASE01^|^ALLTO^|^20181220^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180907^|^20201128^|^298^|^268^|^20180713^|^278^|^20181115^|^296^|^20180321^|^348^|^308^|^MMC^|^AC^|^300
VDBASE01^|^ALLTO^|^20181115^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180123^|^20200719^|^299^|^269^|^20181017^|^279^|^20180421^|^297^|^20180818^|^349^|^309^|^MMC^|^AC^|^301
VDBASE01^|^ALLTO^|^20180720^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181222^|^20201031^|^300^|^270^|^20180424^|^280^|^20180614^|^298^|^20180523^|^350^|^310^|^MMC^|^AC^|^302
VDBASE01^|^ALLTO^|^20180202^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180211^|^20200705^|^301^|^271^|^20180828^|^281^|^20180123^|^299^|^20180423^|^351^|^311^|^MMC^|^AC^|^303
VDBASE01^|^ALLTO^|^20181005^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180519^|^20200621^|^302^|^272^|^20181112^|^282^|^20181008^|^300^|^20180719^|^352^|^312^|^MMC^|^AC^|^304
VDBASE01^|^ALLTO^|^20181023^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181108^|^20201014^|^303^|^273^|^20180711^|^283^|^20180506^|^301^|^20180921^|^353^|^313^|^MMC^|^AC^|^305
VDBASE01^|^ALLTO^|^20181123^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181018^|^20200916^|^304^|^274^|^20180725^|^284^|^20180906^|^302^|^20180405^|^354^|^314^|^MMC^|^AC^|^306
VDBASE01^|^ALLTO^|^20180602^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181204^|^20200712^|^305^|^275^|^20180810^|^285^|^20181006^|^303^|^20180922^|^355^|^315^|^MMC^|^AC^|^307
VDBASE01^|^ALLTO^|^20180501^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181112^|^20201230^|^306^|^276^|^20180513^|^286^|^20180319^|^304^|^20180303^|^356^|^316^|^MMC^|^AC^|^308
VDBASE01^|^ALLTO^|^20181124^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180206^|^20201028^|^307^|^277^|^20180924^|^287^|^20180209^|^305^|^20180315^|^357^|^317^|^MMC^|^AC^|^309
VDBASE01^|^ALLTO^|^20180507^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181025^|^20200517^|^308^|^278^|^20180427^|^288^|^20180422^|^306^|^20180627^|^358^|^318^|^MMC^|^AC^|^310
VDBASE01^|^ALLTO^|^20180731^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180920^|^20201121^|^309^|^279^|^20180218^|^289^|^20180911^|^307^|^20181220^|^359^|^319^|^MMC^|^AC^|^311
VDBASE01^|^ALLTO^|^20180113^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180105^|^20200620^|^310^|^280^|^20180219^|^290^|^20180722^|^308^|^20181014^|^360^|^320^|^MMC^|^AC^|^312
VDBASE01^|^ALLTO^|^20180417^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181105^|^20201127^|^311^|^281^|^20180203^|^291^|^20180531^|^309^|^20180421^|^361^|^321^|^MMC^|^AC^|^313
VDBASE01^|^ALLTO^|^20181124^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181010^|^20201127^|^312^|^282^|^20180721^|^292^|^20180124^|^310^|^20180628^|^362^|^322^|^MMC^|^AC^|^314
VDBASE01^|^ALLTO^|^20181103^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180809^|^20200910^|^313^|^283^|^20180526^|^293^|^20180228^|^311^|^20180219^|^363^|^323^|^MMC^|^AC^|^315
VDBASE01^|^ALLTO^|^20180215^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180810^|^20201214^|^314^|^284^|^20181016^|^294^|^20180124^|^312^|^20181204^|^364^|^324^|^MMC^|^AC^|^316
VDBASE01^|^ALLTO^|^20180311^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180114^|^20200726^|^315^|^285^|^20180615^|^295^|^20180417^|^313^|^20180121^|^365^|^325^|^MMC^|^AC^|^317
VDBASE01^|^ALLTO^|^20180404^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181214^|^20200727^|^316^|^286^|^20180919^|^296^|^20180223^|^314^|^20181220^|^366^|^326^|^MMC^|^AC^|^318
VDBASE01^|^ALLTO^|^20180627^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180412^|^20200719^|^317^|^287^|^20180319^|^297^|^20181006^|^315^|^20180519^|^367^|^327^|^MMC^|^AC^|^319
VDBASE01^|^ALLTO^|^20180422^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180912^|^20200922^|^318^|^288^|^20180226^|^298^|^20180704^|^316^|^20180122^|^368^|^328^|^MMC^|^AC^|^320
VDBASE01^|^ALLTO^|^20180319^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181105^|^20201006^|^319^|^289^|^20180126^|^299^|^20180124^|^317^|^20180424^|^369^|^329^|^MMC^|^AC^|^321
VDBASE01^|^ALLTO^|^20180910^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180715^|^20201118^|^320^|^290^|^20181114^|^300^|^20181029^|^318^|^20180623^|^370^|^330^|^MMC^|^AC^|^322
VDBASE01^|^ALLTO^|^20180508^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181104^|^20200616^|^321^|^291^|^20181004^|^301^|^20180813^|^319^|^20180419^|^371^|^331^|^MMC^|^AC^|^323
VDBASE01^|^ALLTO^|^20180202^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180822^|^20200817^|^322^|^292^|^20180120^|^302^|^20180930^|^320^|^20181217^|^372^|^332^|^MMC^|^AC^|^324
VDBASE01^|^ALLTO^|^20181223^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180329^|^20200925^|^323^|^293^|^20180522^|^303^|^20180615^|^321^|^20180509^|^373^|^333^|^MMC^|^AC^|^325
VDBASE01^|^ALLTO^|^20181003^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180115^|^20200726^|^324^|^294^|^20180904^|^304^|^20180511^|^322^|^20180611^|^374^|^334^|^MMC^|^AC^|^326
VDBASE01^|^ALLTO^|^20181025^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180921^|^20200725^|^325^|^295^|^20180605^|^305^|^20180403^|^323^|^20180921^|^375^|^335^|^MMC^|^AC^|^327
VDBASE01^|^ALLTO^|^20180514^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181031^|^20200811^|^326^|^296^|^20180315^|^306^|^20180616^|^324^|^20180414^|^376^|^336^|^MMC^|^AC^|^328
VDBASE01^|^ALLTO^|^20180710^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180714^|^20201105^|^327^|^297^|^20180424^|^307^|^20180210^|^325^|^20180118^|^377^|^337^|^MMC^|^AC^|^329
VDBASE01^|^ALLTO^|^20180126^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180621^|^20200720^|^328^|^298^|^20181110^|^308^|^20181030^|^326^|^20180222^|^378^|^338^|^MMC^|^AC^|^330
VDBASE01^|^ALLTO^|^20180130^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180702^|^20201211^|^329^|^299^|^20181121^|^309^|^20180511^|^327^|^20180924^|^379^|^339^|^MMC^|^AC^|^331
VDBASE01^|^ALLTO^|^20180508^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180622^|^20200715^|^330^|^300^|^20180801^|^310^|^20180415^|^328^|^20180608^|^380^|^340^|^MMC^|^AC^|^332
VDBASE01^|^ALLTO^|^20180603^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180416^|^20200906^|^331^|^301^|^20180715^|^311^|^20181118^|^329^|^20180221^|^381^|^341^|^MMC^|^AC^|^333
VDBASE01^|^ALLTO^|^20180724^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180722^|^20201001^|^332^|^302^|^20180711^|^312^|^20180108^|^330^|^20180313^|^382^|^342^|^MMC^|^AC^|^334
VDBASE01^|^ALLTO^|^20180517^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180628^|^20201115^|^333^|^303^|^20180926^|^313^|^20180620^|^331^|^20181210^|^383^|^343^|^MMC^|^AC^|^335
VDBASE01^|^ALLTO^|^20180111^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181117^|^20200509^|^334^|^304^|^20180207^|^314^|^20180922^|^332^|^20181103^|^384^|^344^|^MMC^|^AC^|^336
VDBASE01^|^ALLTO^|^20180227^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181222^|^20200731^|^335^|^305^|^20180402^|^315^|^20180813^|^333^|^20180521^|^385^|^345^|^MMC^|^AC^|^337
VDBASE01^|^ALLTO^|^20180715^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180412^|^20201006^|^336^|^306^|^20180514^|^316^|^20181105^|^334^|^20180619^|^386^|^346^|^MMC^|^AC^|^338
VDBASE01^|^ALLTO^|^20180405^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180221^|^20200826^|^337^|^307^|^20180227^|^317^|^20181025^|^335^|^20180614^|^387^|^347^|^MMC^|^AC^|^339
VDBASE01^|^ALLTO^|^20181124^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180224^|^20201127^|^338^|^308^|^20180408^|^318^|^20180913^|^336^|^20180902^|^388^|^348^|^MMC^|^AC^|^340
VDBASE01^|^ALLTO^|^20180820^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180901^|^20201221^|^339^|^309^|^20180119^|^319^|^20181121^|^337^|^20181030^|^389^|^349^|^MMC^|^AC^|^341
VDBASE01^|^ALLTO^|^20180922^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181005^|^20201228^|^340^|^310^|^20181228^|^320^|^20181029^|^338^|^20180528^|^390^|^350^|^MMC^|^AC^|^342
VDBASE01^|^ALLTO^|^20181126^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180508^|^20201215^|^341^|^311^|^20181020^|^321^|^20180620^|^339^|^20180205^|^391^|^351^|^MMC^|^AC^|^343
VDBASE01^|^ALLTO^|^20180227^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181206^|^20200825^|^342^|^312^|^20180515^|^322^|^20180530^|^340^|^20180222^|^392^|^352^|^MMC^|^AC^|^344
VDBASE01^|^ALLTO^|^20180424^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180507^|^20200828^|^343^|^313^|^20180813^|^323^|^20180318^|^341^|^20180221^|^393^|^353^|^MMC^|^AC^|^345
VDBASE01^|^ALLTO^|^20180220^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180519^|^20200924^|^344^|^314^|^20180327^|^324^|^20180921^|^342^|^20180220^|^394^|^354^|^MMC^|^AC^|^346
VDBASE01^|^ALLTO^|^20180407^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180712^|^20200717^|^345^|^315^|^20181108^|^325^|^20180704^|^343^|^20181115^|^395^|^355^|^MMC^|^AC^|^347
VDBASE01^|^ALLTO^|^20180704^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181216^|^20200610^|^346^|^316^|^20180209^|^326^|^20181111^|^344^|^20180812^|^396^|^356^|^MMC^|^AC^|^348
VDBASE01^|^ALLTO^|^20180920^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180326^|^20200730^|^347^|^317^|^20180312^|^327^|^20180103^|^345^|^20180205^|^397^|^357^|^MMC^|^AC^|^349
VDBASE01^|^ALLTO^|^20181006^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180428^|^20200827^|^348^|^318^|^20180407^|^328^|^20180731^|^346^|^20181229^|^398^|^358^|^MMC^|^AC^|^350
VDBASE01^|^ALLTO^|^20180413^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180901^|^20200524^|^349^|^319^|^20180312^|^329^|^20180915^|^347^|^20180622^|^399^|^359^|^MMC^|^AC^|^351
VDBASE01^|^ALLTO^|^20180121^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180623^|^20200721^|^350^|^320^|^20180224^|^330^|^20180725^|^348^|^20181107^|^400^|^360^|^MMC^|^AC^|^352
VDBASE01^|^ALLTO^|^20181006^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180818^|^20201103^|^351^|^321^|^20180427^|^331^|^20180216^|^349^|^20181215^|^401^|^361^|^MMC^|^AC^|^353
VDBASE01^|^ALLTO^|^20180127^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180624^|^20201126^|^352^|^322^|^20181110^|^332^|^20181028^|^350^|^20180215^|^402^|^362^|^MMC^|^AC^|^354
VDBASE01^|^ALLTO^|^20180404^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180821^|^20201012^|^353^|^323^|^20180605^|^333^|^20180808^|^351^|^20180706^|^403^|^363^|^MMC^|^AC^|^355
VDBASE01^|^ALLTO^|^20180101^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180131^|^20200604^|^354^|^324^|^20180328^|^334^|^20180120^|^352^|^20180325^|^404^|^364^|^MMC^|^AC^|^356
VDBASE01^|^ALLTO^|^20180517^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180521^|^20201130^|^355^|^325^|^20180704^|^335^|^20180702^|^353^|^20181220^|^405^|^365^|^MMC^|^AC^|^357
VDBASE01^|^ALLTO^|^20180830^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180531^|^20200607^|^356^|^326^|^20180930^|^336^|^20180819^|^354^|^20180830^|^406^|^366^|^MMC^|^AC^|^358
VDBASE01^|^ALLTO^|^20181127^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180708^|^20201212^|^357^|^327^|^20181115^|^337^|^20180702^|^355^|^20180705^|^407^|^367^|^MMC^|^AC^|^359
VDBASE01^|^ALLTO^|^20180113^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180615^|^20201127^|^358^|^328^|^20180630^|^338^|^20180525^|^356^|^20180825^|^408^|^368^|^MMC^|^AC^|^360
VDBASE01^|^ALLTO^|^20180603^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181227^|^20200629^|^359^|^329^|^20180911^|^339^|^20181214^|^357^|^20180418^|^409^|^369^|^MMC^|^AC^|^361
VDBASE01^|^ALLTO^|^20180615^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180727^|^20200717^|^360^|^330^|^20180923^|^340^|^20180612^|^358^|^20181227^|^410^|^370^|^MMC^|^AC^|^362
VDBASE01^|^ALLTO^|^20180609^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180214^|^20200529^|^361^|^331^|^20180513^|^341^|^20180126^|^359^|^20180113^|^411^|^371^|^MMC^|^AC^|^363
VDBASE01^|^ALLTO^|^20180728^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180429^|^20200704^|^362^|^332^|^20180703^|^342^|^20180718^|^360^|^20181116^|^412^|^372^|^MMC^|^AC^|^364
VDBASE01^|^ALLTO^|^20181209^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180704^|^20200530^|^363^|^333^|^20180925^|^343^|^20180725^|^361^|^20180309^|^413^|^373^|^MMC^|^AC^|^365
VDBASE01^|^ALLTO^|^20181228^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180601^|^20200524^|^364^|^334^|^20181107^|^344^|^20181118^|^362^|^20181220^|^414^|^374^|^MMC^|^AC^|^366
VDBASE01^|^ALLTO^|^20180805^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181113^|^20200625^|^365^|^335^|^20180207^|^345^|^20180308^|^363^|^20180817^|^415^|^375^|^MMC^|^AC^|^367
VDBASE01^|^ALLTO^|^20181216^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180922^|^20200707^|^366^|^336^|^20180118^|^346^|^20180911^|^364^|^20180831^|^416^|^376^|^MMC^|^AC^|^368
VDBASE01^|^ALLTO^|^20180314^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181229^|^20201118^|^367^|^337^|^20180625^|^347^|^20180604^|^365^|^20180623^|^417^|^377^|^MMC^|^AC^|^369
VDBASE01^|^ALLTO^|^20180911^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180830^|^20200707^|^368^|^338^|^20180204^|^348^|^20180804^|^366^|^20180215^|^418^|^378^|^MMC^|^AC^|^370
VDBASE01^|^ALLTO^|^20180518^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181029^|^20200920^|^369^|^339^|^20180909^|^349^|^20180913^|^367^|^20180308^|^419^|^379^|^MMC^|^AC^|^371
VDBASE01^|^ALLTO^|^20180303^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180418^|^20200803^|^370^|^340^|^20180406^|^350^|^20180903^|^368^|^20180421^|^420^|^380^|^MMC^|^AC^|^372
VDBASE01^|^ALLTO^|^20180903^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180318^|^20200519^|^371^|^341^|^20181110^|^351^|^20180913^|^369^|^20180626^|^421^|^381^|^MMC^|^AC^|^373
VDBASE01^|^ALLTO^|^20180924^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180624^|^20200929^|^372^|^342^|^20180410^|^352^|^20181226^|^370^|^20180316^|^422^|^382^|^MMC^|^AC^|^374
VDBASE01^|^ALLTO^|^20180115^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180702^|^20200708^|^373^|^343^|^20180601^|^353^|^20180324^|^371^|^20180811^|^423^|^383^|^MMC^|^AC^|^375
VDBASE01^|^ALLTO^|^20180518^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180512^|^20200907^|^374^|^344^|^20180918^|^354^|^20180327^|^372^|^20181119^|^424^|^384^|^MMC^|^AC^|^376
VDBASE01^|^ALLTO^|^20180902^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180925^|^20200628^|^375^|^345^|^20180713^|^355^|^20180816^|^373^|^20180122^|^425^|^385^|^MMC^|^AC^|^377
VDBASE01^|^ALLTO^|^20180613^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180528^|^20201107^|^376^|^346^|^20180317^|^356^|^20180204^|^374^|^20181122^|^426^|^386^|^MMC^|^AC^|^378
VDBASE01^|^ALLTO^|^20180619^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180325^|^20200611^|^377^|^347^|^20180705^|^357^|^20180514^|^375^|^20180928^|^427^|^387^|^MMC^|^AC^|^379
VDBASE01^|^ALLTO^|^20180530^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181022^|^20200627^|^378^|^348^|^20180706^|^358^|^20180331^|^376^|^20181012^|^428^|^388^|^MMC^|^AC^|^380
VDBASE01^|^ALLTO^|^20180807^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180708^|^20200613^|^379^|^349^|^20180105^|^359^|^20180104^|^377^|^20180901^|^429^|^389^|^MMC^|^AC^|^381
VDBASE01^|^ALLTO^|^20180207^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180324^|^20200531^|^380^|^350^|^20181025^|^360^|^20180331^|^378^|^20180513^|^430^|^390^|^MMC^|^AC^|^382
VDBASE01^|^ALLTO^|^20180828^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181222^|^20201105^|^381^|^351^|^20181202^|^361^|^20181201^|^379^|^20181008^|^431^|^391^|^MMC^|^AC^|^383
VDBASE01^|^ALLTO^|^20180111^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180708^|^20200728^|^382^|^352^|^20181008^|^362^|^20180531^|^380^|^20180329^|^432^|^392^|^MMC^|^AC^|^384
VDBASE01^|^ALLTO^|^20181031^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180823^|^20201227^|^383^|^353^|^20180415^|^363^|^20180119^|^381^|^20180303^|^433^|^393^|^MMC^|^AC^|^385
VDBASE01^|^ALLTO^|^20180716^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180225^|^20200527^|^384^|^354^|^20180422^|^364^|^20180601^|^382^|^20181102^|^434^|^394^|^MMC^|^AC^|^386
VDBASE01^|^ALLTO^|^20180928^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180223^|^20200715^|^385^|^355^|^20181003^|^365^|^20180329^|^383^|^20180320^|^435^|^395^|^MMC^|^AC^|^387
VDBASE01^|^ALLTO^|^20180909^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180618^|^20201018^|^386^|^356^|^20180723^|^366^|^20181005^|^384^|^20180415^|^436^|^396^|^MMC^|^AC^|^388
VDBASE01^|^ALLTO^|^20180202^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180204^|^20200527^|^387^|^357^|^20180901^|^367^|^20180227^|^385^|^20180508^|^437^|^397^|^MMC^|^AC^|^389
VDBASE01^|^ALLTO^|^20180510^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180723^|^20200926^|^388^|^358^|^20180126^|^368^|^20180505^|^386^|^20180806^|^438^|^398^|^MMC^|^AC^|^390
VDBASE01^|^ALLTO^|^20180930^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181103^|^20200928^|^389^|^359^|^20180906^|^369^|^20181207^|^387^|^20180615^|^439^|^399^|^MMC^|^AC^|^391
VDBASE01^|^ALLTO^|^20180125^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180107^|^20200606^|^390^|^360^|^20180330^|^370^|^20180416^|^388^|^20180425^|^440^|^400^|^MMC^|^AC^|^392
VDBASE01^|^ALLTO^|^20181027^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180806^|^20200627^|^391^|^361^|^20180119^|^371^|^20180703^|^389^|^20180912^|^441^|^401^|^MMC^|^AC^|^393
VDBASE01^|^ALLTO^|^20180911^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180422^|^20201020^|^392^|^362^|^20180225^|^372^|^20180620^|^390^|^20180905^|^442^|^402^|^MMC^|^AC^|^394
VDBASE01^|^ALLTO^|^20181103^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181105^|^20200606^|^393^|^363^|^20180124^|^373^|^20180128^|^391^|^20180425^|^443^|^403^|^MMC^|^AC^|^395
VDBASE01^|^ALLTO^|^20180501^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180615^|^20200712^|^394^|^364^|^20180206^|^374^|^20180907^|^392^|^20180122^|^444^|^404^|^MMC^|^AC^|^396
VDBASE01^|^ALLTO^|^20180225^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180921^|^20201210^|^395^|^365^|^20180507^|^375^|^20180727^|^393^|^20180922^|^445^|^405^|^MMC^|^AC^|^397
VDBASE01^|^ALLTO^|^20180702^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180510^|^20200628^|^396^|^366^|^20180806^|^376^|^20180309^|^394^|^20180605^|^446^|^406^|^MMC^|^AC^|^398
VDBASE01^|^ALLTO^|^20180410^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180507^|^20201218^|^397^|^367^|^20181210^|^377^|^20180322^|^395^|^20180915^|^447^|^407^|^MMC^|^AC^|^399
VDBASE01^|^ALLTO^|^20180502^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180204^|^20200511^|^398^|^368^|^20180107^|^378^|^20180502^|^396^|^20180102^|^448^|^408^|^MMC^|^AC^|^400
