soc^|^market_code^|^discount^|^creation_date^|^discount_type^|^is_flat_discount^|^rate_source^|^to_id
725^|^MMC^|^-4.805^|^20131229^|^GTY^|^0^|^DWH^|^891
726^|^MMC^|^-4.805^|^20131119^|^GTY^|^0^|^DWH^|^892
727^|^MMC^|^-4.805^|^20131208^|^GTY^|^0^|^DWH^|^893
728^|^MMC^|^-4.805^|^20131022^|^GTY^|^1^|^DWH^|^894
729^|^MMC^|^-4.805^|^20130603^|^GTY^|^0^|^DWH^|^895
730^|^MMC^|^-4.805^|^20130720^|^GTY^|^1^|^DWH^|^896
731^|^MMC^|^-4.805^|^20130717^|^GTY^|^0^|^DWH^|^897
732^|^MMC^|^-4.805^|^20131121^|^GTY^|^0^|^DWH^|^898
733^|^MMC^|^-4.705^|^20131211^|^GTY^|^1^|^DWH^|^899
734^|^MMC^|^-4.705^|^20131109^|^GTY^|^0^|^DWH^|^900
735^|^MMC^|^-4.805^|^20130828^|^GTY^|^1^|^DWH^|^901
736^|^MMC^|^-4.705^|^20131013^|^GTY^|^0^|^DWH^|^902
737^|^MMC^|^-4.805^|^20130507^|^GTY^|^1^|^DWH^|^903
738^|^MMC^|^-4.705^|^20130929^|^GTY^|^0^|^DWH^|^904
739^|^MMC^|^-4.805^|^20131119^|^GTY^|^1^|^DWH^|^905
740^|^MMC^|^-4.805^|^20130714^|^GTY^|^1^|^DWH^|^906
741^|^MMC^|^-4.805^|^20130728^|^GTY^|^0^|^DWH^|^907
742^|^MMC^|^-4.805^|^20131203^|^GTY^|^1^|^DWH^|^908
743^|^MMC^|^-4.805^|^20130212^|^GTY^|^1^|^DWH^|^909
744^|^MMC^|^-4.705^|^20131130^|^GTY^|^1^|^DWH^|^910
745^|^MMC^|^-4.705^|^20130522^|^GTY^|^0^|^DWH^|^911
746^|^MMC^|^-4.705^|^20130801^|^GTY^|^1^|^DWH^|^912
747^|^MMC^|^-4.805^|^20131009^|^GTY^|^1^|^DWH^|^913
748^|^MMC^|^-4.705^|^20131229^|^GTY^|^0^|^DWH^|^914
749^|^MMC^|^-4.805^|^20130619^|^GTY^|^1^|^DWH^|^915
750^|^MMC^|^-4.805^|^20130929^|^GTY^|^1^|^DWH^|^916
751^|^MMC^|^-4.805^|^20131202^|^GTY^|^1^|^DWH^|^917
752^|^MMC^|^-4.805^|^20130409^|^GTY^|^0^|^DWH^|^918
753^|^MMC^|^-4.805^|^20130505^|^GTY^|^1^|^DWH^|^919
754^|^MMC^|^-4.805^|^20130530^|^GTY^|^1^|^DWH^|^920
755^|^MMC^|^-4.705^|^20130916^|^GTY^|^1^|^DWH^|^921
756^|^MMC^|^-4.705^|^20130506^|^GTY^|^0^|^DWH^|^922
757^|^MMC^|^-4.805^|^20131208^|^GTY^|^1^|^DWH^|^923
758^|^MMC^|^-4.805^|^20131001^|^GTY^|^1^|^DWH^|^924
759^|^MMC^|^-4.805^|^20131017^|^GTY^|^0^|^DWH^|^925
760^|^MMC^|^-4.805^|^20130607^|^GTY^|^0^|^DWH^|^926
761^|^MMC^|^-4.705^|^20131111^|^GTY^|^1^|^DWH^|^927
762^|^MMC^|^-4.805^|^20131125^|^GTY^|^0^|^DWH^|^928
763^|^MMC^|^-4.805^|^20130225^|^GTY^|^0^|^DWH^|^929
764^|^MMC^|^-4.705^|^20130604^|^GTY^|^1^|^DWH^|^930
765^|^MMC^|^-4.805^|^20130629^|^GTY^|^1^|^DWH^|^931
766^|^MMC^|^-4.705^|^20130629^|^GTY^|^1^|^DWH^|^932
767^|^MMC^|^-4.705^|^20131112^|^GTY^|^0^|^DWH^|^933
768^|^MMC^|^-4.705^|^20131130^|^GTY^|^1^|^DWH^|^934
769^|^MMC^|^-4.705^|^20131222^|^GTY^|^1^|^DWH^|^935
770^|^MMC^|^-4.805^|^20130719^|^GTY^|^0^|^DWH^|^936
771^|^MMC^|^-4.805^|^20130508^|^GTY^|^1^|^DWH^|^937
772^|^MMC^|^-4.705^|^20131206^|^GTY^|^1^|^DWH^|^938
773^|^MMC^|^-4.705^|^20130722^|^GTY^|^1^|^DWH^|^939
774^|^MMC^|^-4.705^|^20130624^|^GTY^|^0^|^DWH^|^940
775^|^MMC^|^-4.805^|^20130630^|^GTY^|^0^|^DWH^|^941
776^|^MMC^|^-4.705^|^20130131^|^GTY^|^0^|^DWH^|^942
777^|^MMC^|^-4.805^|^20130915^|^GTY^|^1^|^DWH^|^943
778^|^MMC^|^-4.805^|^20131228^|^GTY^|^0^|^DWH^|^944
779^|^MMC^|^-4.705^|^20130418^|^GTY^|^1^|^DWH^|^945
780^|^MMC^|^-4.805^|^20130817^|^GTY^|^1^|^DWH^|^946
781^|^MMC^|^-4.805^|^20131207^|^GTY^|^1^|^DWH^|^947
782^|^MMC^|^-4.805^|^20130406^|^GTY^|^0^|^DWH^|^948
783^|^MMC^|^-4.705^|^20130822^|^GTY^|^1^|^DWH^|^949
784^|^MMC^|^-4.805^|^20131228^|^GTY^|^0^|^DWH^|^950
785^|^MMC^|^-4.705^|^20131210^|^GTY^|^1^|^DWH^|^951
786^|^MMC^|^-4.805^|^20130614^|^GTY^|^1^|^DWH^|^952
787^|^MMC^|^-4.705^|^20130528^|^GTY^|^0^|^DWH^|^953
788^|^MMC^|^-4.805^|^20130609^|^GTY^|^1^|^DWH^|^954
789^|^MMC^|^-4.805^|^20130317^|^GTY^|^1^|^DWH^|^955
790^|^MMC^|^-4.805^|^20131209^|^GTY^|^0^|^DWH^|^956
791^|^MMC^|^-4.705^|^20130514^|^GTY^|^0^|^DWH^|^957
792^|^MMC^|^-4.805^|^20131207^|^GTY^|^1^|^DWH^|^958
793^|^MMC^|^-4.705^|^20131218^|^GTY^|^1^|^DWH^|^959
794^|^MMC^|^-4.805^|^20130329^|^GTY^|^1^|^DWH^|^960
795^|^MMC^|^-4.705^|^20130928^|^GTY^|^1^|^DWH^|^961
796^|^MMC^|^-4.705^|^20130415^|^GTY^|^1^|^DWH^|^962
797^|^MMC^|^-4.805^|^20130813^|^GTY^|^1^|^DWH^|^963
798^|^MMC^|^-4.705^|^20130330^|^GTY^|^0^|^DWH^|^964
799^|^MMC^|^-4.705^|^20130210^|^GTY^|^0^|^DWH^|^965
800^|^MMC^|^-4.705^|^20131116^|^GTY^|^0^|^DWH^|^966
801^|^MMC^|^-4.705^|^20130705^|^GTY^|^1^|^DWH^|^967
802^|^MMC^|^-4.805^|^20130101^|^GTY^|^1^|^DWH^|^968
803^|^MMC^|^-4.705^|^20130122^|^GTY^|^1^|^DWH^|^969
804^|^MMC^|^-4.805^|^20130610^|^GTY^|^1^|^DWH^|^970
805^|^MMC^|^-4.705^|^20131103^|^GTY^|^0^|^DWH^|^971
806^|^MMC^|^-4.705^|^20130804^|^GTY^|^0^|^DWH^|^972
807^|^MMC^|^-4.805^|^20131105^|^GTY^|^1^|^DWH^|^973
808^|^MMC^|^-4.705^|^20130226^|^GTY^|^0^|^DWH^|^974
809^|^MMC^|^-4.705^|^20131214^|^GTY^|^0^|^DWH^|^975
810^|^MMC^|^-4.805^|^20130103^|^GTY^|^0^|^DWH^|^976
811^|^MMC^|^-4.805^|^20130604^|^GTY^|^0^|^DWH^|^977
812^|^MMC^|^-4.805^|^20131023^|^GTY^|^0^|^DWH^|^978
813^|^MMC^|^-4.705^|^20130731^|^GTY^|^0^|^DWH^|^979
814^|^MMC^|^-4.705^|^20131105^|^GTY^|^1^|^DWH^|^980
815^|^MMC^|^-4.705^|^20130105^|^GTY^|^0^|^DWH^|^981
816^|^MMC^|^-4.805^|^20130224^|^GTY^|^0^|^DWH^|^982
817^|^MMC^|^-4.705^|^20130901^|^GTY^|^1^|^DWH^|^983
818^|^MMC^|^-4.705^|^20130209^|^GTY^|^0^|^DWH^|^984
819^|^MMC^|^-4.705^|^20130517^|^GTY^|^0^|^DWH^|^985
820^|^MMC^|^-4.705^|^20130630^|^GTY^|^1^|^DWH^|^986
821^|^MMC^|^-4.805^|^20130421^|^GTY^|^1^|^DWH^|^987
822^|^MMC^|^-4.805^|^20130107^|^GTY^|^0^|^DWH^|^988
823^|^MMC^|^-4.705^|^20130523^|^GTY^|^0^|^DWH^|^989
824^|^MMC^|^-4.705^|^20130310^|^GTY^|^1^|^DWH^|^990
825^|^MMC^|^-4.705^|^20130715^|^GTY^|^1^|^DWH^|^991
826^|^MMC^|^-4.805^|^20130429^|^GTY^|^1^|^DWH^|^992
827^|^MMC^|^-4.805^|^20130401^|^GTY^|^1^|^DWH^|^993
828^|^MMC^|^-4.705^|^20130629^|^GTY^|^0^|^DWH^|^994
829^|^MMC^|^-4.705^|^20130214^|^GTY^|^0^|^DWH^|^995
830^|^MMC^|^-4.705^|^20131028^|^GTY^|^1^|^DWH^|^996
831^|^MMC^|^-4.705^|^20130525^|^GTY^|^1^|^DWH^|^997
832^|^MMC^|^-4.805^|^20130423^|^GTY^|^1^|^DWH^|^998
833^|^MMC^|^-4.705^|^20131022^|^GTY^|^1^|^DWH^|^999
834^|^MMC^|^-4.705^|^20131025^|^GTY^|^0^|^DWH^|^1000
835^|^MMC^|^-4.705^|^20130321^|^GTY^|^0^|^DWH^|^1001
836^|^MMC^|^-4.805^|^20130204^|^GTY^|^1^|^DWH^|^1002
837^|^MMC^|^-4.705^|^20130524^|^GTY^|^0^|^DWH^|^1003
838^|^MMC^|^-4.805^|^20131008^|^GTY^|^0^|^DWH^|^1004
839^|^MMC^|^-4.705^|^20131127^|^GTY^|^1^|^DWH^|^1005
840^|^MMC^|^-4.705^|^20131125^|^GTY^|^0^|^DWH^|^1006
841^|^MMC^|^-4.705^|^20130729^|^GTY^|^1^|^DWH^|^1007
842^|^MMC^|^-4.705^|^20130928^|^GTY^|^0^|^DWH^|^1008
843^|^MMC^|^-4.805^|^20130424^|^GTY^|^1^|^DWH^|^1009
844^|^MMC^|^-4.705^|^20130110^|^GTY^|^1^|^DWH^|^1010
845^|^MMC^|^-4.705^|^20130515^|^GTY^|^0^|^DWH^|^1011
846^|^MMC^|^-4.805^|^20131002^|^GTY^|^1^|^DWH^|^1012
847^|^MMC^|^-4.705^|^20130609^|^GTY^|^0^|^DWH^|^1013
848^|^MMC^|^-4.705^|^20131207^|^GTY^|^0^|^DWH^|^1014
849^|^MMC^|^-4.805^|^20131117^|^GTY^|^1^|^DWH^|^1015
850^|^MMC^|^-4.805^|^20130918^|^GTY^|^0^|^DWH^|^1016
851^|^MMC^|^-4.705^|^20131128^|^GTY^|^0^|^DWH^|^1017
852^|^MMC^|^-4.705^|^20131120^|^GTY^|^0^|^DWH^|^1018
853^|^MMC^|^-4.805^|^20130909^|^GTY^|^1^|^DWH^|^1019
854^|^MMC^|^-4.705^|^20130117^|^GTY^|^0^|^DWH^|^1020
855^|^MMC^|^-4.805^|^20131204^|^GTY^|^1^|^DWH^|^1021
856^|^MMC^|^-4.705^|^20131214^|^GTY^|^0^|^DWH^|^1022
857^|^MMC^|^-4.805^|^20131111^|^GTY^|^1^|^DWH^|^1023
858^|^MMC^|^-4.705^|^20130313^|^GTY^|^1^|^DWH^|^1024
859^|^MMC^|^-4.705^|^20130810^|^GTY^|^0^|^DWH^|^1025
860^|^MMC^|^-4.705^|^20131126^|^GTY^|^1^|^DWH^|^1026
861^|^MMC^|^-4.705^|^20130321^|^GTY^|^0^|^DWH^|^1027
862^|^MMC^|^-4.705^|^20130216^|^GTY^|^0^|^DWH^|^1028
863^|^MMC^|^-4.805^|^20130504^|^GTY^|^1^|^DWH^|^1029
864^|^MMC^|^-4.805^|^20130611^|^GTY^|^1^|^DWH^|^1030
865^|^MMC^|^-4.705^|^20130928^|^GTY^|^0^|^DWH^|^1031
866^|^MMC^|^-4.705^|^20130405^|^GTY^|^1^|^DWH^|^1032
867^|^MMC^|^-4.705^|^20130316^|^GTY^|^1^|^DWH^|^1033
868^|^MMC^|^-4.805^|^20130810^|^GTY^|^0^|^DWH^|^1034
869^|^MMC^|^-4.805^|^20130729^|^GTY^|^0^|^DWH^|^1035
870^|^MMC^|^-4.705^|^20130922^|^GTY^|^0^|^DWH^|^1036
871^|^MMC^|^-4.705^|^20130310^|^GTY^|^0^|^DWH^|^1037
872^|^MMC^|^-4.705^|^20131005^|^GTY^|^0^|^DWH^|^1038
873^|^MMC^|^-4.805^|^20130817^|^GTY^|^0^|^DWH^|^1039
874^|^MMC^|^-4.705^|^20130205^|^GTY^|^1^|^DWH^|^1040
875^|^MMC^|^-4.705^|^20130501^|^GTY^|^1^|^DWH^|^1041
876^|^MMC^|^-4.805^|^20130211^|^GTY^|^1^|^DWH^|^1042
877^|^MMC^|^-4.805^|^20130417^|^GTY^|^1^|^DWH^|^1043
878^|^MMC^|^-4.805^|^20130705^|^GTY^|^0^|^DWH^|^1044
879^|^MMC^|^-4.805^|^20130314^|^GTY^|^1^|^DWH^|^1045
880^|^MMC^|^-4.805^|^20130607^|^GTY^|^0^|^DWH^|^1046
881^|^MMC^|^-4.705^|^20130921^|^GTY^|^1^|^DWH^|^1047
882^|^MMC^|^-4.805^|^20130103^|^GTY^|^1^|^DWH^|^1048
883^|^MMC^|^-4.805^|^20131031^|^GTY^|^1^|^DWH^|^1049
884^|^MMC^|^-4.805^|^20131127^|^GTY^|^0^|^DWH^|^1050
885^|^MMC^|^-4.705^|^20130808^|^GTY^|^1^|^DWH^|^1051
886^|^MMC^|^-4.805^|^20130120^|^GTY^|^0^|^DWH^|^1052
887^|^MMC^|^-4.705^|^20130202^|^GTY^|^1^|^DWH^|^1053
888^|^MMC^|^-4.705^|^20131217^|^GTY^|^1^|^DWH^|^1054
889^|^MMC^|^-4.805^|^20130426^|^GTY^|^1^|^DWH^|^1055
890^|^MMC^|^-4.705^|^20131230^|^GTY^|^1^|^DWH^|^1056
891^|^MMC^|^-4.805^|^20130202^|^GTY^|^0^|^DWH^|^1057
892^|^MMC^|^-4.705^|^20130126^|^GTY^|^0^|^DWH^|^1058
893^|^MMC^|^-4.705^|^20130826^|^GTY^|^0^|^DWH^|^1059
894^|^MMC^|^-4.705^|^20130104^|^GTY^|^1^|^DWH^|^1060
895^|^MMC^|^-4.705^|^20131128^|^GTY^|^1^|^DWH^|^1061
896^|^MMC^|^-4.805^|^20131211^|^GTY^|^0^|^DWH^|^1062
897^|^MMC^|^-4.805^|^20130702^|^GTY^|^0^|^DWH^|^1063
898^|^MMC^|^-4.705^|^20130725^|^GTY^|^0^|^DWH^|^1064
899^|^MMC^|^-4.805^|^20130107^|^GTY^|^0^|^DWH^|^1065
900^|^MMC^|^-4.705^|^20130508^|^GTY^|^0^|^DWH^|^1066
901^|^MMC^|^-4.805^|^20130412^|^GTY^|^1^|^DWH^|^1067
902^|^MMC^|^-4.805^|^20130823^|^GTY^|^1^|^DWH^|^1068
903^|^MMC^|^-4.805^|^20130827^|^GTY^|^0^|^DWH^|^1069
904^|^MMC^|^-4.705^|^20130626^|^GTY^|^1^|^DWH^|^1070
905^|^MMC^|^-4.805^|^20131019^|^GTY^|^0^|^DWH^|^1071
906^|^MMC^|^-4.805^|^20131023^|^GTY^|^1^|^DWH^|^1072
907^|^MMC^|^-4.705^|^20130105^|^GTY^|^1^|^DWH^|^1073
908^|^MMC^|^-4.705^|^20131006^|^GTY^|^1^|^DWH^|^1074
909^|^MMC^|^-4.705^|^20131026^|^GTY^|^1^|^DWH^|^1075
910^|^MMC^|^-4.705^|^20131022^|^GTY^|^1^|^DWH^|^1076
911^|^MMC^|^-4.805^|^20130418^|^GTY^|^0^|^DWH^|^1077
912^|^MMC^|^-4.705^|^20130729^|^GTY^|^1^|^DWH^|^1078
913^|^MMC^|^-4.705^|^20130531^|^GTY^|^1^|^DWH^|^1079
914^|^MMC^|^-4.705^|^20130216^|^GTY^|^0^|^DWH^|^1080
915^|^MMC^|^-4.805^|^20131030^|^GTY^|^0^|^DWH^|^1081
916^|^MMC^|^-4.805^|^20131109^|^GTY^|^0^|^DWH^|^1082
917^|^MMC^|^-4.705^|^20130614^|^GTY^|^0^|^DWH^|^1083
918^|^MMC^|^-4.705^|^20130801^|^GTY^|^0^|^DWH^|^1084
919^|^MMC^|^-4.805^|^20130522^|^GTY^|^1^|^DWH^|^1085
920^|^MMC^|^-4.805^|^20131102^|^GTY^|^0^|^DWH^|^1086
921^|^MMC^|^-4.705^|^20130923^|^GTY^|^1^|^DWH^|^1087
922^|^MMC^|^-4.705^|^20130508^|^GTY^|^1^|^DWH^|^1088
923^|^MMC^|^-4.805^|^20130618^|^GTY^|^0^|^DWH^|^1089
924^|^MMC^|^-4.805^|^20131003^|^GTY^|^0^|^DWH^|^1090
925^|^MMC^|^-4.805^|^20130315^|^GTY^|^1^|^DWH^|^1091
926^|^MMC^|^-4.805^|^20130418^|^GTY^|^1^|^DWH^|^1092
927^|^MMC^|^-4.705^|^20130628^|^GTY^|^1^|^DWH^|^1093
928^|^MMC^|^-4.805^|^20131015^|^GTY^|^1^|^DWH^|^1094
929^|^MMC^|^-4.705^|^20131208^|^GTY^|^0^|^DWH^|^1095
930^|^MMC^|^-4.805^|^20130929^|^GTY^|^0^|^DWH^|^1096
931^|^MMC^|^-4.705^|^20130909^|^GTY^|^1^|^DWH^|^1097
932^|^MMC^|^-4.705^|^20131230^|^GTY^|^0^|^DWH^|^1098
933^|^MMC^|^-4.805^|^20130608^|^GTY^|^0^|^DWH^|^1099
934^|^MMC^|^-4.705^|^20130711^|^GTY^|^1^|^DWH^|^1100
935^|^MMC^|^-4.705^|^20130522^|^GTY^|^0^|^DWH^|^1101
936^|^MMC^|^-4.705^|^20130505^|^GTY^|^0^|^DWH^|^1102
937^|^MMC^|^-4.705^|^20130318^|^GTY^|^0^|^DWH^|^1103
938^|^MMC^|^-4.705^|^20130805^|^GTY^|^0^|^DWH^|^1104
939^|^MMC^|^-4.705^|^20131004^|^GTY^|^1^|^DWH^|^1105
940^|^MMC^|^-4.805^|^20130831^|^GTY^|^0^|^DWH^|^1106
941^|^MMC^|^-4.705^|^20130829^|^GTY^|^1^|^DWH^|^1107
942^|^MMC^|^-4.805^|^20130206^|^GTY^|^0^|^DWH^|^1108
943^|^MMC^|^-4.805^|^20131202^|^GTY^|^1^|^DWH^|^1109
944^|^MMC^|^-4.705^|^20130506^|^GTY^|^1^|^DWH^|^1110
945^|^MMC^|^-4.705^|^20130422^|^GTY^|^1^|^DWH^|^1111
946^|^MMC^|^-4.705^|^20130510^|^GTY^|^1^|^DWH^|^1112
947^|^MMC^|^-4.705^|^20130422^|^GTY^|^0^|^DWH^|^1113
948^|^MMC^|^-4.805^|^20130622^|^GTY^|^0^|^DWH^|^1114
949^|^MMC^|^-4.805^|^20130121^|^GTY^|^0^|^DWH^|^1115
950^|^MMC^|^-4.705^|^20130326^|^GTY^|^1^|^DWH^|^1116
951^|^MMC^|^-4.805^|^20131206^|^GTY^|^1^|^DWH^|^1117
952^|^MMC^|^-4.705^|^20130330^|^GTY^|^1^|^DWH^|^1118
953^|^MMC^|^-4.805^|^20130727^|^GTY^|^1^|^DWH^|^1119
954^|^MMC^|^-4.805^|^20131004^|^GTY^|^0^|^DWH^|^1120
955^|^MMC^|^-4.705^|^20130814^|^GTY^|^0^|^DWH^|^1121
956^|^MMC^|^-4.805^|^20130104^|^GTY^|^1^|^DWH^|^1122
957^|^MMC^|^-4.805^|^20130429^|^GTY^|^0^|^DWH^|^1123
958^|^MMC^|^-4.805^|^20130618^|^GTY^|^1^|^DWH^|^1124
959^|^MMC^|^-4.705^|^20130901^|^GTY^|^1^|^DWH^|^1125
960^|^MMC^|^-4.705^|^20130201^|^GTY^|^0^|^DWH^|^1126
961^|^MMC^|^-4.805^|^20130105^|^GTY^|^0^|^DWH^|^1127
962^|^MMC^|^-4.705^|^20130311^|^GTY^|^0^|^DWH^|^1128
963^|^MMC^|^-4.705^|^20130115^|^GTY^|^1^|^DWH^|^1129
964^|^MMC^|^-4.705^|^20130721^|^GTY^|^1^|^DWH^|^1130
965^|^MMC^|^-4.705^|^20130725^|^GTY^|^0^|^DWH^|^1131
966^|^MMC^|^-4.705^|^20130107^|^GTY^|^1^|^DWH^|^1132
967^|^MMC^|^-4.805^|^20130818^|^GTY^|^0^|^DWH^|^1133
968^|^MMC^|^-4.805^|^20130909^|^GTY^|^1^|^DWH^|^1134
969^|^MMC^|^-4.705^|^20130122^|^GTY^|^0^|^DWH^|^1135
970^|^MMC^|^-4.805^|^20130419^|^GTY^|^0^|^DWH^|^1136
971^|^MMC^|^-4.805^|^20130510^|^GTY^|^0^|^DWH^|^1137
972^|^MMC^|^-4.705^|^20130501^|^GTY^|^0^|^DWH^|^1138
973^|^MMC^|^-4.705^|^20131001^|^GTY^|^0^|^DWH^|^1139
974^|^MMC^|^-4.705^|^20131221^|^GTY^|^1^|^DWH^|^1140
975^|^MMC^|^-4.805^|^20130818^|^GTY^|^1^|^DWH^|^1141
976^|^MMC^|^-4.705^|^20131116^|^GTY^|^1^|^DWH^|^1142
977^|^MMC^|^-4.805^|^20130507^|^GTY^|^0^|^DWH^|^1143
978^|^MMC^|^-4.705^|^20130831^|^GTY^|^0^|^DWH^|^1144
979^|^MMC^|^-4.805^|^20130121^|^GTY^|^0^|^DWH^|^1145
980^|^MMC^|^-4.705^|^20130429^|^GTY^|^1^|^DWH^|^1146
981^|^MMC^|^-4.805^|^20130310^|^GTY^|^1^|^DWH^|^1147
982^|^MMC^|^-4.805^|^20130921^|^GTY^|^1^|^DWH^|^1148
983^|^MMC^|^-4.705^|^20131010^|^GTY^|^0^|^DWH^|^1149
984^|^MMC^|^-4.705^|^20130628^|^GTY^|^0^|^DWH^|^1150
985^|^MMC^|^-4.705^|^20130130^|^GTY^|^0^|^DWH^|^1151
986^|^MMC^|^-4.805^|^20131018^|^GTY^|^1^|^DWH^|^1152
987^|^MMC^|^-4.705^|^20130416^|^GTY^|^1^|^DWH^|^1153
988^|^MMC^|^-4.705^|^20130629^|^GTY^|^1^|^DWH^|^1154
989^|^MMC^|^-4.805^|^20130509^|^GTY^|^0^|^DWH^|^1155
990^|^MMC^|^-4.705^|^20130817^|^GTY^|^1^|^DWH^|^1156
991^|^MMC^|^-4.705^|^20130827^|^GTY^|^1^|^DWH^|^1157
992^|^MMC^|^-4.805^|^20130527^|^GTY^|^1^|^DWH^|^1158
993^|^MMC^|^-4.805^|^20130908^|^GTY^|^0^|^DWH^|^1159
994^|^MMC^|^-4.805^|^20130128^|^GTY^|^0^|^DWH^|^1160
995^|^MMC^|^-4.705^|^20130402^|^GTY^|^0^|^DWH^|^1161
996^|^MMC^|^-4.705^|^20130206^|^GTY^|^0^|^DWH^|^1162
997^|^MMC^|^-4.805^|^20130729^|^GTY^|^1^|^DWH^|^1163
998^|^MMC^|^-4.805^|^20131203^|^GTY^|^0^|^DWH^|^1164
999^|^MMC^|^-4.805^|^20131102^|^GTY^|^1^|^DWH^|^1165
1000^|^MMC^|^-4.805^|^20130325^|^GTY^|^1^|^DWH^|^1166
1001^|^MMC^|^-4.805^|^20130821^|^GTY^|^0^|^DWH^|^1167
1002^|^MMC^|^-4.705^|^20130103^|^GTY^|^0^|^DWH^|^1168
1003^|^MMC^|^-4.805^|^20131114^|^GTY^|^0^|^DWH^|^1169
1004^|^MMC^|^-4.805^|^20130228^|^GTY^|^1^|^DWH^|^1170
1005^|^MMC^|^-4.805^|^20130527^|^GTY^|^1^|^DWH^|^1171
1006^|^MMC^|^-4.805^|^20130104^|^GTY^|^0^|^DWH^|^1172
1007^|^MMC^|^-4.805^|^20130403^|^GTY^|^1^|^DWH^|^1173
1008^|^MMC^|^-4.805^|^20130722^|^GTY^|^1^|^DWH^|^1174
1009^|^MMC^|^-4.805^|^20131030^|^GTY^|^0^|^DWH^|^1175
1010^|^MMC^|^-4.705^|^20131013^|^GTY^|^1^|^DWH^|^1176
1011^|^MMC^|^-4.705^|^20130113^|^GTY^|^1^|^DWH^|^1177
1012^|^MMC^|^-4.805^|^20130319^|^GTY^|^1^|^DWH^|^1178
1013^|^MMC^|^-4.705^|^20131021^|^GTY^|^0^|^DWH^|^1179
1014^|^MMC^|^-4.705^|^20130218^|^GTY^|^1^|^DWH^|^1180
1015^|^MMC^|^-4.805^|^20130813^|^GTY^|^0^|^DWH^|^1181
1016^|^MMC^|^-4.805^|^20130214^|^GTY^|^0^|^DWH^|^1182
1017^|^MMC^|^-4.805^|^20131207^|^GTY^|^1^|^DWH^|^1183
1018^|^MMC^|^-4.705^|^20130603^|^GTY^|^0^|^DWH^|^1184
1019^|^MMC^|^-4.705^|^20130215^|^GTY^|^1^|^DWH^|^1185
1020^|^MMC^|^-4.705^|^20130713^|^GTY^|^0^|^DWH^|^1186
1021^|^MMC^|^-4.705^|^20130402^|^GTY^|^1^|^DWH^|^1187
1022^|^MMC^|^-4.805^|^20130414^|^GTY^|^1^|^DWH^|^1188
1023^|^MMC^|^-4.805^|^20130426^|^GTY^|^1^|^DWH^|^1189
1024^|^MMC^|^-4.805^|^20131017^|^GTY^|^1^|^DWH^|^1190
1025^|^MMC^|^-4.805^|^20130304^|^GTY^|^1^|^DWH^|^1191
1026^|^MMC^|^-4.805^|^20131116^|^GTY^|^0^|^DWH^|^1192
1027^|^MMC^|^-4.705^|^20131108^|^GTY^|^0^|^DWH^|^1193
1028^|^MMC^|^-4.705^|^20131210^|^GTY^|^1^|^DWH^|^1194
1029^|^MMC^|^-4.805^|^20130127^|^GTY^|^0^|^DWH^|^1195
1030^|^MMC^|^-4.805^|^20130710^|^GTY^|^1^|^DWH^|^1196
1031^|^MMC^|^-4.805^|^20130812^|^GTY^|^0^|^DWH^|^1197
1032^|^MMC^|^-4.705^|^20130408^|^GTY^|^1^|^DWH^|^1198
1033^|^MMC^|^-4.805^|^20130404^|^GTY^|^0^|^DWH^|^1199
1034^|^MMC^|^-4.805^|^20130626^|^GTY^|^0^|^DWH^|^1200
1035^|^MMC^|^-4.805^|^20130302^|^GTY^|^0^|^DWH^|^1201
1036^|^MMC^|^-4.705^|^20131104^|^GTY^|^1^|^DWH^|^1202
1037^|^MMC^|^-4.805^|^20130530^|^GTY^|^0^|^DWH^|^1203
1038^|^MMC^|^-4.805^|^20131005^|^GTY^|^0^|^DWH^|^1204
1039^|^MMC^|^-4.705^|^20130630^|^GTY^|^0^|^DWH^|^1205
1040^|^MMC^|^-4.805^|^20130908^|^GTY^|^1^|^DWH^|^1206
1041^|^MMC^|^-4.705^|^20130602^|^GTY^|^0^|^DWH^|^1207
1042^|^MMC^|^-4.805^|^20130906^|^GTY^|^1^|^DWH^|^1208
1043^|^MMC^|^-4.805^|^20130802^|^GTY^|^0^|^DWH^|^1209
1044^|^MMC^|^-4.805^|^20130325^|^GTY^|^0^|^DWH^|^1210
1045^|^MMC^|^-4.805^|^20130708^|^GTY^|^1^|^DWH^|^1211
1046^|^MMC^|^-4.805^|^20130613^|^GTY^|^0^|^DWH^|^1212
