memo_type^|^dwh_source_ind^|^market_code^|^dwh_valid_from^|^dwh_valid_until^|^dwh_current_flag^|^description^|^memo_type_category^|^memo_type_manual_ind^|^memo_type_system_text^|^memo_type_number_of_parameters^|^memo_type_coll_history_ind^|^memo_tip_cm_ind^|^memo_tip_act_hist_ind^|^team_db^|^location_db^|^memo_type_flex_vars_ind
398^|^3^|^M371^|^20191209^|^20180619^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
399^|^3^|^M372^|^20220728^|^20210813^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
400^|^3^|^M373^|^20200629^|^20220127^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
401^|^3^|^M374^|^20190612^|^20220823^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
402^|^3^|^M375^|^20220614^|^20190407^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
403^|^3^|^M376^|^20180515^|^20191220^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
404^|^3^|^M377^|^20180530^|^20200318^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
405^|^3^|^M378^|^20210701^|^20200323^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
406^|^3^|^M379^|^20190401^|^20181112^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
407^|^3^|^M380^|^20210205^|^20180901^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
408^|^3^|^M381^|^20210820^|^20220822^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
409^|^3^|^M382^|^20210919^|^20200816^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
410^|^3^|^M383^|^20190801^|^20190128^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
411^|^3^|^M384^|^20210107^|^20201014^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
412^|^3^|^M385^|^20210407^|^20210305^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
413^|^3^|^M386^|^20211029^|^20180818^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
414^|^3^|^M387^|^20200415^|^20181219^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
415^|^3^|^M388^|^20210610^|^20200302^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
416^|^3^|^M389^|^20210502^|^20220910^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
417^|^3^|^M390^|^20200921^|^20180519^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
418^|^3^|^M391^|^20190630^|^20200714^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
419^|^3^|^M392^|^20200812^|^20180221^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
420^|^3^|^M393^|^20210304^|^20220215^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
421^|^3^|^M394^|^20180324^|^20200205^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
422^|^3^|^M395^|^20210805^|^20190807^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
423^|^3^|^M396^|^20180422^|^20221207^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
424^|^3^|^M397^|^20221002^|^20220329^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
425^|^3^|^M398^|^20200630^|^20220223^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
426^|^3^|^M399^|^20190408^|^20220417^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
427^|^3^|^M400^|^20220511^|^20180411^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
428^|^3^|^M401^|^20210906^|^20180924^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
429^|^3^|^M402^|^20200708^|^20210227^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
430^|^3^|^M403^|^20180918^|^20220811^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
431^|^3^|^M404^|^20220531^|^20220919^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
432^|^3^|^M405^|^20181120^|^20190705^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
433^|^3^|^M406^|^20190920^|^20191217^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
434^|^3^|^M407^|^20220918^|^20200212^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
435^|^3^|^M408^|^20210328^|^20180704^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
436^|^3^|^M409^|^20201201^|^20220827^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
437^|^3^|^M410^|^20190227^|^20180420^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
438^|^3^|^M411^|^20190830^|^20210115^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
439^|^3^|^M412^|^20190924^|^20221107^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
440^|^3^|^M413^|^20201105^|^20211120^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
441^|^3^|^M414^|^20190315^|^20211104^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
442^|^3^|^M415^|^20210809^|^20210214^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
443^|^3^|^M416^|^20190222^|^20210722^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
444^|^3^|^M417^|^20210817^|^20190424^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
445^|^3^|^M418^|^20191015^|^20210420^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
446^|^3^|^M419^|^20220819^|^20220908^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
447^|^3^|^M420^|^20200118^|^20200529^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
448^|^3^|^M421^|^20180710^|^20210725^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
449^|^3^|^M422^|^20210808^|^20180413^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
450^|^3^|^M423^|^20220831^|^20190401^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
451^|^3^|^M424^|^20190524^|^20181213^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
452^|^3^|^M425^|^20190122^|^20220309^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
453^|^3^|^M426^|^20220917^|^20201020^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
454^|^3^|^M427^|^20200314^|^20191120^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
455^|^3^|^M428^|^20200726^|^20190214^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
456^|^3^|^M429^|^20200318^|^20191209^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
457^|^3^|^M430^|^20181108^|^20180111^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
458^|^3^|^M431^|^20190410^|^20180829^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
459^|^3^|^M432^|^20200426^|^20190310^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
460^|^3^|^M433^|^20181003^|^20220620^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
461^|^3^|^M434^|^20201128^|^20201002^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
462^|^3^|^M435^|^20200908^|^20220722^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
463^|^3^|^M436^|^20201004^|^20180402^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
464^|^3^|^M437^|^20190121^|^20180217^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
465^|^3^|^M438^|^20190921^|^20181020^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
466^|^3^|^M439^|^20180217^|^20180630^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
467^|^3^|^M440^|^20201016^|^20190113^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
468^|^3^|^M441^|^20190712^|^20210128^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
469^|^3^|^M442^|^20190123^|^20200908^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
470^|^3^|^M443^|^20190721^|^20210723^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
471^|^3^|^M444^|^20220403^|^20200915^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
472^|^3^|^M445^|^20180728^|^20221129^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
473^|^3^|^M446^|^20220903^|^20210507^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
474^|^3^|^M447^|^20200629^|^20210427^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
475^|^3^|^M448^|^20211124^|^20190101^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
476^|^3^|^M449^|^20181022^|^20180126^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
477^|^3^|^M450^|^20180922^|^20210321^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
478^|^3^|^M451^|^20201015^|^20181014^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
479^|^3^|^M452^|^20210602^|^20200118^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
480^|^3^|^M453^|^20210609^|^20200617^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
481^|^3^|^M454^|^20191008^|^20221014^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
482^|^3^|^M455^|^20210801^|^20210901^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
483^|^3^|^M456^|^20221124^|^20180717^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
484^|^3^|^M457^|^20190430^|^20211130^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
485^|^3^|^M458^|^20190601^|^20181108^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
486^|^3^|^M459^|^20210730^|^20211227^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
487^|^3^|^M460^|^20210309^|^20201125^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
488^|^3^|^M461^|^20210508^|^20221017^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
489^|^3^|^M462^|^20190814^|^20181223^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
490^|^3^|^M463^|^20191205^|^20191214^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
491^|^3^|^M464^|^20191016^|^20211116^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
492^|^3^|^M465^|^20190811^|^20221110^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
493^|^3^|^M466^|^20180315^|^20210619^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
494^|^3^|^M467^|^20190826^|^20190510^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
495^|^3^|^M468^|^20210902^|^20220313^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
496^|^3^|^M469^|^20210701^|^20210815^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
497^|^3^|^M470^|^20180501^|^20180915^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
498^|^3^|^M471^|^20180811^|^20191228^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
499^|^3^|^M472^|^20210130^|^20211226^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
500^|^3^|^M473^|^20220916^|^20211124^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
501^|^3^|^M474^|^20190917^|^20210105^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
502^|^3^|^M475^|^20190405^|^20190322^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
503^|^3^|^M476^|^20221030^|^20200428^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
504^|^3^|^M477^|^20211010^|^20200106^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
505^|^3^|^M478^|^20190624^|^20190306^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
506^|^3^|^M479^|^20190721^|^20190701^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
507^|^3^|^M480^|^20220728^|^20211120^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
508^|^3^|^M481^|^20180728^|^20180309^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
509^|^3^|^M482^|^20221107^|^20211114^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
510^|^3^|^M483^|^20180107^|^20181107^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
511^|^3^|^M484^|^20180506^|^20180811^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
512^|^3^|^M485^|^20200622^|^20181229^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
513^|^3^|^M486^|^20210629^|^20200826^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
514^|^3^|^M487^|^20191029^|^20200126^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
515^|^3^|^M488^|^20210222^|^20181017^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
516^|^3^|^M489^|^20191019^|^20200514^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
517^|^3^|^M490^|^20220216^|^20180125^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
518^|^3^|^M491^|^20220111^|^20210312^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
519^|^3^|^M492^|^20190810^|^20211030^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
520^|^3^|^M493^|^20210928^|^20200112^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
521^|^3^|^M494^|^20210401^|^20200627^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
522^|^3^|^M495^|^20190305^|^20180106^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
523^|^3^|^M496^|^20211230^|^20180829^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
524^|^3^|^M497^|^20181117^|^20210309^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
525^|^3^|^M498^|^20220524^|^20221005^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
526^|^3^|^M499^|^20190708^|^20210330^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
527^|^3^|^M500^|^20210520^|^20190521^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
