soc^|^market_code^|^discount^|^creation_date^|^discount_type^|^is_flat_discount^|^rate_source^|^to_id
4028^|^MMC^|^-4.805^|^20131104^|^GTY^|^1^|^DWH^|^4194
4029^|^MMC^|^-4.805^|^20130326^|^GTY^|^0^|^DWH^|^4195
4030^|^MMC^|^-4.805^|^20131110^|^GTY^|^0^|^DWH^|^4196
4031^|^MMC^|^-4.705^|^20131022^|^GTY^|^0^|^DWH^|^4197
4032^|^MMC^|^-4.805^|^20130203^|^GTY^|^0^|^DWH^|^4198
4033^|^MMC^|^-4.705^|^20131012^|^GTY^|^1^|^DWH^|^4199
4034^|^MMC^|^-4.805^|^20130419^|^GTY^|^1^|^DWH^|^4200
4035^|^MMC^|^-4.705^|^20130304^|^GTY^|^0^|^DWH^|^4201
4036^|^MMC^|^-4.805^|^20130805^|^GTY^|^0^|^DWH^|^4202
4037^|^MMC^|^-4.705^|^20130725^|^GTY^|^1^|^DWH^|^4203
4038^|^MMC^|^-4.805^|^20130815^|^GTY^|^0^|^DWH^|^4204
4039^|^MMC^|^-4.705^|^20130202^|^GTY^|^0^|^DWH^|^4205
4040^|^MMC^|^-4.805^|^20130605^|^GTY^|^0^|^DWH^|^4206
4041^|^MMC^|^-4.805^|^20130701^|^GTY^|^0^|^DWH^|^4207
4042^|^MMC^|^-4.805^|^20130109^|^GTY^|^0^|^DWH^|^4208
4043^|^MMC^|^-4.805^|^20131102^|^GTY^|^0^|^DWH^|^4209
4044^|^MMC^|^-4.805^|^20130307^|^GTY^|^0^|^DWH^|^4210
4045^|^MMC^|^-4.805^|^20131214^|^GTY^|^0^|^DWH^|^4211
4046^|^MMC^|^-4.805^|^20130509^|^GTY^|^0^|^DWH^|^4212
4047^|^MMC^|^-4.705^|^20130602^|^GTY^|^0^|^DWH^|^4213
4048^|^MMC^|^-4.805^|^20130217^|^GTY^|^1^|^DWH^|^4214
4049^|^MMC^|^-4.805^|^20130519^|^GTY^|^0^|^DWH^|^4215
4050^|^MMC^|^-4.705^|^20130713^|^GTY^|^0^|^DWH^|^4216
4051^|^MMC^|^-4.805^|^20130916^|^GTY^|^1^|^DWH^|^4217
4052^|^MMC^|^-4.805^|^20131221^|^GTY^|^1^|^DWH^|^4218
4053^|^MMC^|^-4.705^|^20131104^|^GTY^|^1^|^DWH^|^4219
4054^|^MMC^|^-4.705^|^20130123^|^GTY^|^0^|^DWH^|^4220
4055^|^MMC^|^-4.805^|^20130626^|^GTY^|^1^|^DWH^|^4221
4056^|^MMC^|^-4.705^|^20131220^|^GTY^|^0^|^DWH^|^4222
4057^|^MMC^|^-4.805^|^20130514^|^GTY^|^1^|^DWH^|^4223
4058^|^MMC^|^-4.705^|^20131212^|^GTY^|^0^|^DWH^|^4224
4059^|^MMC^|^-4.705^|^20130117^|^GTY^|^1^|^DWH^|^4225
4060^|^MMC^|^-4.705^|^20130116^|^GTY^|^0^|^DWH^|^4226
4061^|^MMC^|^-4.805^|^20130701^|^GTY^|^0^|^DWH^|^4227
4062^|^MMC^|^-4.805^|^20130722^|^GTY^|^0^|^DWH^|^4228
4063^|^MMC^|^-4.805^|^20131003^|^GTY^|^1^|^DWH^|^4229
4064^|^MMC^|^-4.705^|^20130915^|^GTY^|^0^|^DWH^|^4230
4065^|^MMC^|^-4.705^|^20130620^|^GTY^|^0^|^DWH^|^4231
4066^|^MMC^|^-4.805^|^20130103^|^GTY^|^1^|^DWH^|^4232
4067^|^MMC^|^-4.805^|^20131206^|^GTY^|^1^|^DWH^|^4233
4068^|^MMC^|^-4.805^|^20130127^|^GTY^|^1^|^DWH^|^4234
4069^|^MMC^|^-4.805^|^20130320^|^GTY^|^0^|^DWH^|^4235
4070^|^MMC^|^-4.805^|^20130224^|^GTY^|^0^|^DWH^|^4236
4071^|^MMC^|^-4.805^|^20131119^|^GTY^|^0^|^DWH^|^4237
4072^|^MMC^|^-4.805^|^20130302^|^GTY^|^0^|^DWH^|^4238
4073^|^MMC^|^-4.805^|^20131211^|^GTY^|^0^|^DWH^|^4239
4074^|^MMC^|^-4.805^|^20131206^|^GTY^|^0^|^DWH^|^4240
4075^|^MMC^|^-4.805^|^20130913^|^GTY^|^1^|^DWH^|^4241
4076^|^MMC^|^-4.805^|^20130915^|^GTY^|^0^|^DWH^|^4242
4077^|^MMC^|^-4.705^|^20130113^|^GTY^|^1^|^DWH^|^4243
4078^|^MMC^|^-4.705^|^20130707^|^GTY^|^0^|^DWH^|^4244
4079^|^MMC^|^-4.805^|^20131228^|^GTY^|^1^|^DWH^|^4245
4080^|^MMC^|^-4.705^|^20130405^|^GTY^|^1^|^DWH^|^4246
4081^|^MMC^|^-4.805^|^20130206^|^GTY^|^0^|^DWH^|^4247
4082^|^MMC^|^-4.705^|^20130103^|^GTY^|^0^|^DWH^|^4248
4083^|^MMC^|^-4.705^|^20131223^|^GTY^|^1^|^DWH^|^4249
4084^|^MMC^|^-4.805^|^20130421^|^GTY^|^1^|^DWH^|^4250
4085^|^MMC^|^-4.805^|^20130123^|^GTY^|^1^|^DWH^|^4251
4086^|^MMC^|^-4.705^|^20130414^|^GTY^|^1^|^DWH^|^4252
4087^|^MMC^|^-4.705^|^20131216^|^GTY^|^1^|^DWH^|^4253
4088^|^MMC^|^-4.705^|^20130916^|^GTY^|^1^|^DWH^|^4254
4089^|^MMC^|^-4.805^|^20131203^|^GTY^|^1^|^DWH^|^4255
4090^|^MMC^|^-4.705^|^20130906^|^GTY^|^0^|^DWH^|^4256
4091^|^MMC^|^-4.705^|^20130801^|^GTY^|^1^|^DWH^|^4257
4092^|^MMC^|^-4.705^|^20130218^|^GTY^|^1^|^DWH^|^4258
4093^|^MMC^|^-4.705^|^20131026^|^GTY^|^1^|^DWH^|^4259
4094^|^MMC^|^-4.805^|^20130313^|^GTY^|^0^|^DWH^|^4260
4095^|^MMC^|^-4.705^|^20131115^|^GTY^|^1^|^DWH^|^4261
4096^|^MMC^|^-4.705^|^20130805^|^GTY^|^1^|^DWH^|^4262
4097^|^MMC^|^-4.805^|^20130222^|^GTY^|^0^|^DWH^|^4263
4098^|^MMC^|^-4.705^|^20130706^|^GTY^|^0^|^DWH^|^4264
4099^|^MMC^|^-4.805^|^20130618^|^GTY^|^1^|^DWH^|^4265
4100^|^MMC^|^-4.705^|^20130515^|^GTY^|^1^|^DWH^|^4266
4101^|^MMC^|^-4.705^|^20130620^|^GTY^|^0^|^DWH^|^4267
4102^|^MMC^|^-4.805^|^20131011^|^GTY^|^1^|^DWH^|^4268
4103^|^MMC^|^-4.705^|^20130805^|^GTY^|^1^|^DWH^|^4269
4104^|^MMC^|^-4.705^|^20130804^|^GTY^|^1^|^DWH^|^4270
4105^|^MMC^|^-4.805^|^20130613^|^GTY^|^1^|^DWH^|^4271
4106^|^MMC^|^-4.805^|^20130515^|^GTY^|^1^|^DWH^|^4272
4107^|^MMC^|^-4.805^|^20130330^|^GTY^|^1^|^DWH^|^4273
4108^|^MMC^|^-4.705^|^20130812^|^GTY^|^0^|^DWH^|^4274
4109^|^MMC^|^-4.705^|^20130610^|^GTY^|^0^|^DWH^|^4275
4110^|^MMC^|^-4.705^|^20130828^|^GTY^|^1^|^DWH^|^4276
4111^|^MMC^|^-4.805^|^20130418^|^GTY^|^0^|^DWH^|^4277
4112^|^MMC^|^-4.805^|^20130706^|^GTY^|^0^|^DWH^|^4278
4113^|^MMC^|^-4.805^|^20131027^|^GTY^|^1^|^DWH^|^4279
4114^|^MMC^|^-4.805^|^20130628^|^GTY^|^0^|^DWH^|^4280
4115^|^MMC^|^-4.705^|^20130405^|^GTY^|^0^|^DWH^|^4281
4116^|^MMC^|^-4.805^|^20131005^|^GTY^|^0^|^DWH^|^4282
4117^|^MMC^|^-4.705^|^20130414^|^GTY^|^0^|^DWH^|^4283
4118^|^MMC^|^-4.705^|^20130127^|^GTY^|^0^|^DWH^|^4284
4119^|^MMC^|^-4.705^|^20131126^|^GTY^|^0^|^DWH^|^4285
4120^|^MMC^|^-4.705^|^20130303^|^GTY^|^0^|^DWH^|^4286
4121^|^MMC^|^-4.805^|^20130920^|^GTY^|^1^|^DWH^|^4287
4122^|^MMC^|^-4.805^|^20130807^|^GTY^|^1^|^DWH^|^4288
4123^|^MMC^|^-4.805^|^20130413^|^GTY^|^0^|^DWH^|^4289
4124^|^MMC^|^-4.705^|^20131227^|^GTY^|^0^|^DWH^|^4290
4125^|^MMC^|^-4.805^|^20131203^|^GTY^|^1^|^DWH^|^4291
4126^|^MMC^|^-4.805^|^20130904^|^GTY^|^0^|^DWH^|^4292
4127^|^MMC^|^-4.705^|^20130507^|^GTY^|^1^|^DWH^|^4293
4128^|^MMC^|^-4.805^|^20130616^|^GTY^|^1^|^DWH^|^4294
4129^|^MMC^|^-4.705^|^20131128^|^GTY^|^1^|^DWH^|^4295
4130^|^MMC^|^-4.805^|^20130714^|^GTY^|^1^|^DWH^|^4296
4131^|^MMC^|^-4.705^|^20130922^|^GTY^|^1^|^DWH^|^4297
4132^|^MMC^|^-4.705^|^20130123^|^GTY^|^1^|^DWH^|^4298
4133^|^MMC^|^-4.805^|^20130304^|^GTY^|^1^|^DWH^|^4299
4134^|^MMC^|^-4.805^|^20130423^|^GTY^|^0^|^DWH^|^4300
4135^|^MMC^|^-4.805^|^20130422^|^GTY^|^0^|^DWH^|^4301
4136^|^MMC^|^-4.805^|^20130724^|^GTY^|^0^|^DWH^|^4302
4137^|^MMC^|^-4.705^|^20131108^|^GTY^|^1^|^DWH^|^4303
4138^|^MMC^|^-4.705^|^20130614^|^GTY^|^0^|^DWH^|^4304
4139^|^MMC^|^-4.705^|^20131012^|^GTY^|^0^|^DWH^|^4305
4140^|^MMC^|^-4.805^|^20130121^|^GTY^|^0^|^DWH^|^4306
4141^|^MMC^|^-4.705^|^20130701^|^GTY^|^0^|^DWH^|^4307
4142^|^MMC^|^-4.705^|^20130627^|^GTY^|^0^|^DWH^|^4308
4143^|^MMC^|^-4.705^|^20130607^|^GTY^|^1^|^DWH^|^4309
4144^|^MMC^|^-4.805^|^20130102^|^GTY^|^0^|^DWH^|^4310
4145^|^MMC^|^-4.805^|^20130620^|^GTY^|^1^|^DWH^|^4311
4146^|^MMC^|^-4.805^|^20130301^|^GTY^|^1^|^DWH^|^4312
4147^|^MMC^|^-4.805^|^20130122^|^GTY^|^0^|^DWH^|^4313
4148^|^MMC^|^-4.805^|^20131129^|^GTY^|^0^|^DWH^|^4314
4149^|^MMC^|^-4.705^|^20130413^|^GTY^|^0^|^DWH^|^4315
4150^|^MMC^|^-4.705^|^20130804^|^GTY^|^0^|^DWH^|^4316
4151^|^MMC^|^-4.805^|^20130730^|^GTY^|^0^|^DWH^|^4317
4152^|^MMC^|^-4.705^|^20131229^|^GTY^|^0^|^DWH^|^4318
4153^|^MMC^|^-4.705^|^20131112^|^GTY^|^0^|^DWH^|^4319
4154^|^MMC^|^-4.805^|^20130126^|^GTY^|^1^|^DWH^|^4320
4155^|^MMC^|^-4.705^|^20130429^|^GTY^|^0^|^DWH^|^4321
4156^|^MMC^|^-4.705^|^20130929^|^GTY^|^1^|^DWH^|^4322
4157^|^MMC^|^-4.705^|^20130207^|^GTY^|^1^|^DWH^|^4323
4158^|^MMC^|^-4.805^|^20130725^|^GTY^|^1^|^DWH^|^4324
4159^|^MMC^|^-4.805^|^20130613^|^GTY^|^1^|^DWH^|^4325
4160^|^MMC^|^-4.805^|^20131001^|^GTY^|^1^|^DWH^|^4326
4161^|^MMC^|^-4.805^|^20131018^|^GTY^|^1^|^DWH^|^4327
4162^|^MMC^|^-4.805^|^20131005^|^GTY^|^0^|^DWH^|^4328
4163^|^MMC^|^-4.805^|^20130611^|^GTY^|^1^|^DWH^|^4329
4164^|^MMC^|^-4.805^|^20130426^|^GTY^|^1^|^DWH^|^4330
4165^|^MMC^|^-4.805^|^20130315^|^GTY^|^0^|^DWH^|^4331
4166^|^MMC^|^-4.805^|^20131001^|^GTY^|^1^|^DWH^|^4332
4167^|^MMC^|^-4.805^|^20130223^|^GTY^|^0^|^DWH^|^4333
4168^|^MMC^|^-4.705^|^20131108^|^GTY^|^0^|^DWH^|^4334
4169^|^MMC^|^-4.705^|^20131225^|^GTY^|^0^|^DWH^|^4335
4170^|^MMC^|^-4.705^|^20131012^|^GTY^|^0^|^DWH^|^4336
4171^|^MMC^|^-4.705^|^20130813^|^GTY^|^1^|^DWH^|^4337
4172^|^MMC^|^-4.705^|^20130811^|^GTY^|^0^|^DWH^|^4338
4173^|^MMC^|^-4.705^|^20131028^|^GTY^|^1^|^DWH^|^4339
4174^|^MMC^|^-4.705^|^20130905^|^GTY^|^1^|^DWH^|^4340
4175^|^MMC^|^-4.805^|^20130321^|^GTY^|^1^|^DWH^|^4341
4176^|^MMC^|^-4.705^|^20130609^|^GTY^|^0^|^DWH^|^4342
4177^|^MMC^|^-4.705^|^20130909^|^GTY^|^1^|^DWH^|^4343
4178^|^MMC^|^-4.805^|^20130505^|^GTY^|^0^|^DWH^|^4344
4179^|^MMC^|^-4.805^|^20130608^|^GTY^|^1^|^DWH^|^4345
4180^|^MMC^|^-4.805^|^20130516^|^GTY^|^1^|^DWH^|^4346
4181^|^MMC^|^-4.705^|^20130423^|^GTY^|^1^|^DWH^|^4347
4182^|^MMC^|^-4.705^|^20131003^|^GTY^|^0^|^DWH^|^4348
4183^|^MMC^|^-4.705^|^20130201^|^GTY^|^0^|^DWH^|^4349
4184^|^MMC^|^-4.705^|^20130923^|^GTY^|^1^|^DWH^|^4350
4185^|^MMC^|^-4.805^|^20130623^|^GTY^|^1^|^DWH^|^4351
4186^|^MMC^|^-4.805^|^20130813^|^GTY^|^1^|^DWH^|^4352
4187^|^MMC^|^-4.705^|^20130905^|^GTY^|^0^|^DWH^|^4353
4188^|^MMC^|^-4.705^|^20131108^|^GTY^|^0^|^DWH^|^4354
4189^|^MMC^|^-4.805^|^20130624^|^GTY^|^0^|^DWH^|^4355
4190^|^MMC^|^-4.705^|^20131102^|^GTY^|^0^|^DWH^|^4356
4191^|^MMC^|^-4.705^|^20130823^|^GTY^|^0^|^DWH^|^4357
4192^|^MMC^|^-4.805^|^20131102^|^GTY^|^1^|^DWH^|^4358
4193^|^MMC^|^-4.805^|^20130801^|^GTY^|^1^|^DWH^|^4359
4194^|^MMC^|^-4.805^|^20130127^|^GTY^|^1^|^DWH^|^4360
4195^|^MMC^|^-4.705^|^20130721^|^GTY^|^1^|^DWH^|^4361
4196^|^MMC^|^-4.805^|^20130816^|^GTY^|^1^|^DWH^|^4362
4197^|^MMC^|^-4.705^|^20131005^|^GTY^|^0^|^DWH^|^4363
4198^|^MMC^|^-4.805^|^20130325^|^GTY^|^0^|^DWH^|^4364
4199^|^MMC^|^-4.805^|^20131205^|^GTY^|^1^|^DWH^|^4365
4200^|^MMC^|^-4.705^|^20130313^|^GTY^|^0^|^DWH^|^4366
4201^|^MMC^|^-4.805^|^20130323^|^GTY^|^1^|^DWH^|^4367
4202^|^MMC^|^-4.805^|^20130904^|^GTY^|^0^|^DWH^|^4368
4203^|^MMC^|^-4.805^|^20130210^|^GTY^|^0^|^DWH^|^4369
4204^|^MMC^|^-4.805^|^20131016^|^GTY^|^1^|^DWH^|^4370
4205^|^MMC^|^-4.705^|^20130419^|^GTY^|^1^|^DWH^|^4371
4206^|^MMC^|^-4.705^|^20130716^|^GTY^|^0^|^DWH^|^4372
4207^|^MMC^|^-4.705^|^20131216^|^GTY^|^1^|^DWH^|^4373
4208^|^MMC^|^-4.705^|^20130213^|^GTY^|^1^|^DWH^|^4374
4209^|^MMC^|^-4.805^|^20131027^|^GTY^|^1^|^DWH^|^4375
4210^|^MMC^|^-4.705^|^20131122^|^GTY^|^1^|^DWH^|^4376
4211^|^MMC^|^-4.705^|^20130911^|^GTY^|^0^|^DWH^|^4377
4212^|^MMC^|^-4.705^|^20130619^|^GTY^|^1^|^DWH^|^4378
4213^|^MMC^|^-4.705^|^20130201^|^GTY^|^0^|^DWH^|^4379
4214^|^MMC^|^-4.705^|^20130404^|^GTY^|^0^|^DWH^|^4380
4215^|^MMC^|^-4.705^|^20130313^|^GTY^|^0^|^DWH^|^4381
4216^|^MMC^|^-4.805^|^20131017^|^GTY^|^1^|^DWH^|^4382
4217^|^MMC^|^-4.805^|^20130421^|^GTY^|^1^|^DWH^|^4383
4218^|^MMC^|^-4.805^|^20131216^|^GTY^|^0^|^DWH^|^4384
4219^|^MMC^|^-4.805^|^20131122^|^GTY^|^0^|^DWH^|^4385
4220^|^MMC^|^-4.705^|^20131219^|^GTY^|^0^|^DWH^|^4386
4221^|^MMC^|^-4.705^|^20130620^|^GTY^|^0^|^DWH^|^4387
4222^|^MMC^|^-4.805^|^20131207^|^GTY^|^1^|^DWH^|^4388
4223^|^MMC^|^-4.705^|^20130917^|^GTY^|^0^|^DWH^|^4389
4224^|^MMC^|^-4.805^|^20131222^|^GTY^|^0^|^DWH^|^4390
4225^|^MMC^|^-4.705^|^20130816^|^GTY^|^0^|^DWH^|^4391
4226^|^MMC^|^-4.705^|^20130717^|^GTY^|^1^|^DWH^|^4392
4227^|^MMC^|^-4.705^|^20131208^|^GTY^|^0^|^DWH^|^4393
4228^|^MMC^|^-4.805^|^20130129^|^GTY^|^0^|^DWH^|^4394
4229^|^MMC^|^-4.705^|^20130211^|^GTY^|^1^|^DWH^|^4395
4230^|^MMC^|^-4.805^|^20130528^|^GTY^|^0^|^DWH^|^4396
4231^|^MMC^|^-4.705^|^20130906^|^GTY^|^1^|^DWH^|^4397
4232^|^MMC^|^-4.705^|^20130828^|^GTY^|^1^|^DWH^|^4398
4233^|^MMC^|^-4.805^|^20131020^|^GTY^|^0^|^DWH^|^4399
4234^|^MMC^|^-4.705^|^20130423^|^GTY^|^0^|^DWH^|^4400
4235^|^MMC^|^-4.705^|^20131103^|^GTY^|^0^|^DWH^|^4401
4236^|^MMC^|^-4.805^|^20130119^|^GTY^|^1^|^DWH^|^4402
4237^|^MMC^|^-4.805^|^20130628^|^GTY^|^1^|^DWH^|^4403
4238^|^MMC^|^-4.705^|^20130609^|^GTY^|^0^|^DWH^|^4404
4239^|^MMC^|^-4.705^|^20130313^|^GTY^|^1^|^DWH^|^4405
4240^|^MMC^|^-4.705^|^20130130^|^GTY^|^1^|^DWH^|^4406
4241^|^MMC^|^-4.705^|^20130725^|^GTY^|^0^|^DWH^|^4407
4242^|^MMC^|^-4.805^|^20130422^|^GTY^|^0^|^DWH^|^4408
4243^|^MMC^|^-4.705^|^20130401^|^GTY^|^0^|^DWH^|^4409
4244^|^MMC^|^-4.805^|^20131011^|^GTY^|^1^|^DWH^|^4410
4245^|^MMC^|^-4.805^|^20131002^|^GTY^|^1^|^DWH^|^4411
4246^|^MMC^|^-4.705^|^20130804^|^GTY^|^1^|^DWH^|^4412
4247^|^MMC^|^-4.805^|^20130301^|^GTY^|^0^|^DWH^|^4413
4248^|^MMC^|^-4.705^|^20130118^|^GTY^|^0^|^DWH^|^4414
4249^|^MMC^|^-4.805^|^20130405^|^GTY^|^0^|^DWH^|^4415
4250^|^MMC^|^-4.805^|^20130818^|^GTY^|^1^|^DWH^|^4416
4251^|^MMC^|^-4.705^|^20130604^|^GTY^|^0^|^DWH^|^4417
4252^|^MMC^|^-4.705^|^20131018^|^GTY^|^1^|^DWH^|^4418
4253^|^MMC^|^-4.805^|^20130207^|^GTY^|^1^|^DWH^|^4419
4254^|^MMC^|^-4.805^|^20130406^|^GTY^|^1^|^DWH^|^4420
4255^|^MMC^|^-4.705^|^20130116^|^GTY^|^1^|^DWH^|^4421
4256^|^MMC^|^-4.805^|^20130413^|^GTY^|^0^|^DWH^|^4422
4257^|^MMC^|^-4.805^|^20131007^|^GTY^|^0^|^DWH^|^4423
4258^|^MMC^|^-4.805^|^20130917^|^GTY^|^1^|^DWH^|^4424
4259^|^MMC^|^-4.805^|^20131114^|^GTY^|^0^|^DWH^|^4425
4260^|^MMC^|^-4.805^|^20130205^|^GTY^|^1^|^DWH^|^4426
4261^|^MMC^|^-4.805^|^20130628^|^GTY^|^0^|^DWH^|^4427
4262^|^MMC^|^-4.705^|^20131126^|^GTY^|^0^|^DWH^|^4428
4263^|^MMC^|^-4.805^|^20130408^|^GTY^|^1^|^DWH^|^4429
4264^|^MMC^|^-4.705^|^20130820^|^GTY^|^0^|^DWH^|^4430
4265^|^MMC^|^-4.705^|^20130716^|^GTY^|^0^|^DWH^|^4431
4266^|^MMC^|^-4.805^|^20130822^|^GTY^|^0^|^DWH^|^4432
4267^|^MMC^|^-4.705^|^20131118^|^GTY^|^0^|^DWH^|^4433
4268^|^MMC^|^-4.705^|^20131025^|^GTY^|^0^|^DWH^|^4434
4269^|^MMC^|^-4.805^|^20130326^|^GTY^|^1^|^DWH^|^4435
4270^|^MMC^|^-4.705^|^20130124^|^GTY^|^0^|^DWH^|^4436
4271^|^MMC^|^-4.705^|^20130803^|^GTY^|^0^|^DWH^|^4437
4272^|^MMC^|^-4.805^|^20130804^|^GTY^|^1^|^DWH^|^4438
4273^|^MMC^|^-4.805^|^20130216^|^GTY^|^1^|^DWH^|^4439
4274^|^MMC^|^-4.805^|^20130411^|^GTY^|^1^|^DWH^|^4440
4275^|^MMC^|^-4.705^|^20131028^|^GTY^|^1^|^DWH^|^4441
4276^|^MMC^|^-4.705^|^20130117^|^GTY^|^1^|^DWH^|^4442
4277^|^MMC^|^-4.805^|^20130129^|^GTY^|^0^|^DWH^|^4443
4278^|^MMC^|^-4.805^|^20130301^|^GTY^|^1^|^DWH^|^4444
4279^|^MMC^|^-4.805^|^20130611^|^GTY^|^1^|^DWH^|^4445
4280^|^MMC^|^-4.705^|^20130827^|^GTY^|^1^|^DWH^|^4446
4281^|^MMC^|^-4.705^|^20130506^|^GTY^|^0^|^DWH^|^4447
4282^|^MMC^|^-4.805^|^20130709^|^GTY^|^1^|^DWH^|^4448
4283^|^MMC^|^-4.805^|^20130527^|^GTY^|^0^|^DWH^|^4449
4284^|^MMC^|^-4.805^|^20130608^|^GTY^|^1^|^DWH^|^4450
4285^|^MMC^|^-4.805^|^20130310^|^GTY^|^1^|^DWH^|^4451
4286^|^MMC^|^-4.705^|^20131011^|^GTY^|^1^|^DWH^|^4452
4287^|^MMC^|^-4.705^|^20130412^|^GTY^|^0^|^DWH^|^4453
4288^|^MMC^|^-4.805^|^20130123^|^GTY^|^0^|^DWH^|^4454
4289^|^MMC^|^-4.705^|^20130106^|^GTY^|^1^|^DWH^|^4455
4290^|^MMC^|^-4.705^|^20130314^|^GTY^|^1^|^DWH^|^4456
4291^|^MMC^|^-4.805^|^20130613^|^GTY^|^1^|^DWH^|^4457
4292^|^MMC^|^-4.705^|^20130606^|^GTY^|^1^|^DWH^|^4458
4293^|^MMC^|^-4.705^|^20130628^|^GTY^|^1^|^DWH^|^4459
4294^|^MMC^|^-4.805^|^20130202^|^GTY^|^1^|^DWH^|^4460
4295^|^MMC^|^-4.805^|^20130113^|^GTY^|^1^|^DWH^|^4461
4296^|^MMC^|^-4.805^|^20130323^|^GTY^|^0^|^DWH^|^4462
4297^|^MMC^|^-4.705^|^20130927^|^GTY^|^1^|^DWH^|^4463
4298^|^MMC^|^-4.805^|^20130307^|^GTY^|^1^|^DWH^|^4464
4299^|^MMC^|^-4.705^|^20130807^|^GTY^|^1^|^DWH^|^4465
4300^|^MMC^|^-4.805^|^20130527^|^GTY^|^0^|^DWH^|^4466
4301^|^MMC^|^-4.705^|^20130414^|^GTY^|^0^|^DWH^|^4467
4302^|^MMC^|^-4.805^|^20130612^|^GTY^|^0^|^DWH^|^4468
4303^|^MMC^|^-4.705^|^20130713^|^GTY^|^0^|^DWH^|^4469
4304^|^MMC^|^-4.805^|^20131204^|^GTY^|^1^|^DWH^|^4470
4305^|^MMC^|^-4.705^|^20131011^|^GTY^|^0^|^DWH^|^4471
4306^|^MMC^|^-4.705^|^20130508^|^GTY^|^0^|^DWH^|^4472
4307^|^MMC^|^-4.805^|^20130504^|^GTY^|^0^|^DWH^|^4473
4308^|^MMC^|^-4.705^|^20130214^|^GTY^|^0^|^DWH^|^4474
4309^|^MMC^|^-4.705^|^20130310^|^GTY^|^0^|^DWH^|^4475
4310^|^MMC^|^-4.705^|^20130214^|^GTY^|^1^|^DWH^|^4476
4311^|^MMC^|^-4.805^|^20130823^|^GTY^|^1^|^DWH^|^4477
4312^|^MMC^|^-4.805^|^20130526^|^GTY^|^1^|^DWH^|^4478
4313^|^MMC^|^-4.705^|^20130226^|^GTY^|^0^|^DWH^|^4479
4314^|^MMC^|^-4.705^|^20131121^|^GTY^|^0^|^DWH^|^4480
4315^|^MMC^|^-4.705^|^20130717^|^GTY^|^0^|^DWH^|^4481
4316^|^MMC^|^-4.805^|^20130325^|^GTY^|^1^|^DWH^|^4482
4317^|^MMC^|^-4.705^|^20131217^|^GTY^|^1^|^DWH^|^4483
4318^|^MMC^|^-4.705^|^20130501^|^GTY^|^0^|^DWH^|^4484
4319^|^MMC^|^-4.805^|^20130828^|^GTY^|^1^|^DWH^|^4485
4320^|^MMC^|^-4.705^|^20130822^|^GTY^|^1^|^DWH^|^4486
4321^|^MMC^|^-4.705^|^20131209^|^GTY^|^1^|^DWH^|^4487
4322^|^MMC^|^-4.805^|^20130611^|^GTY^|^0^|^DWH^|^4488
4323^|^MMC^|^-4.705^|^20130122^|^GTY^|^1^|^DWH^|^4489
4324^|^MMC^|^-4.805^|^20131206^|^GTY^|^1^|^DWH^|^4490
4325^|^MMC^|^-4.705^|^20130518^|^GTY^|^0^|^DWH^|^4491
4326^|^MMC^|^-4.705^|^20130624^|^GTY^|^0^|^DWH^|^4492
4327^|^MMC^|^-4.805^|^20131129^|^GTY^|^0^|^DWH^|^4493
4328^|^MMC^|^-4.705^|^20130924^|^GTY^|^0^|^DWH^|^4494
4329^|^MMC^|^-4.805^|^20131201^|^GTY^|^1^|^DWH^|^4495
4330^|^MMC^|^-4.705^|^20130812^|^GTY^|^0^|^DWH^|^4496
4331^|^MMC^|^-4.805^|^20130827^|^GTY^|^1^|^DWH^|^4497
4332^|^MMC^|^-4.805^|^20131009^|^GTY^|^1^|^DWH^|^4498
4333^|^MMC^|^-4.805^|^20130501^|^GTY^|^1^|^DWH^|^4499
4334^|^MMC^|^-4.805^|^20130124^|^GTY^|^1^|^DWH^|^4500
4335^|^MMC^|^-4.705^|^20130902^|^GTY^|^1^|^DWH^|^4501
4336^|^MMC^|^-4.805^|^20130712^|^GTY^|^0^|^DWH^|^4502
4337^|^MMC^|^-4.705^|^20130103^|^GTY^|^1^|^DWH^|^4503
4338^|^MMC^|^-4.705^|^20131207^|^GTY^|^1^|^DWH^|^4504
4339^|^MMC^|^-4.805^|^20130117^|^GTY^|^0^|^DWH^|^4505
4340^|^MMC^|^-4.705^|^20130504^|^GTY^|^1^|^DWH^|^4506
4341^|^MMC^|^-4.705^|^20131209^|^GTY^|^1^|^DWH^|^4507
4342^|^MMC^|^-4.705^|^20130603^|^GTY^|^1^|^DWH^|^4508
4343^|^MMC^|^-4.805^|^20130709^|^GTY^|^0^|^DWH^|^4509
4344^|^MMC^|^-4.805^|^20130925^|^GTY^|^1^|^DWH^|^4510
4345^|^MMC^|^-4.705^|^20130628^|^GTY^|^1^|^DWH^|^4511
4346^|^MMC^|^-4.805^|^20130728^|^GTY^|^1^|^DWH^|^4512
4347^|^MMC^|^-4.705^|^20131102^|^GTY^|^0^|^DWH^|^4513
4348^|^MMC^|^-4.705^|^20130709^|^GTY^|^1^|^DWH^|^4514
4349^|^MMC^|^-4.805^|^20131225^|^GTY^|^0^|^DWH^|^4515
4350^|^MMC^|^-4.805^|^20131028^|^GTY^|^1^|^DWH^|^4516
4351^|^MMC^|^-4.705^|^20130713^|^GTY^|^1^|^DWH^|^4517
